"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Wind Direction (°)","Rain Rate (in/hr)","Daily Rain (in)","Relative Pressure (inHg)","Humidity (%)","Station Battery (V)","Absolute Pressure (inHg)"
2025-06-19T00:08:00-04:00,2025-06-19 00:08:00,61.3,61.3,61.3,0,0,262,0,0,29.95,100,,29.95
2025-06-18T23:53:00-04:00,2025-06-18 23:53:00,61.2,61.2,61.2,0,0,262,0,0.25,29.95,100,,29.95
2025-06-18T23:38:00-04:00,2025-06-18 23:38:00,61.2,61.2,61.2,0.7,2.5,262,0,0.25,29.95,100,4.28,29.95
2025-06-18T23:23:00-04:00,2025-06-18 23:23:00,61.2,61.2,61.2,0,0,262,0,0.25,29.95,100,,29.95
2025-06-18T23:08:00-04:00,2025-06-18 23:08:00,61.3,61.3,61.3,0.2,2.5,262,0,0.25,29.95,100,,29.95
2025-06-18T22:53:00-04:00,2025-06-18 22:53:00,61.3,61.3,61.3,0.2,2.7,262,0,0.25,29.95,100,,29.95
2025-06-18T22:38:00-04:00,2025-06-18 22:38:00,61.2,61.2,61.2,0.9,4,262,0,0.25,29.96,100,4.28,29.96
2025-06-18T22:23:00-04:00,2025-06-18 22:23:00,61,61,61,0.7,3.6,262,0,0.25,29.96,100,,29.96
2025-06-18T22:08:00-04:00,2025-06-18 22:08:00,61.2,61.2,61.2,1.3,4.5,262,0,0.25,29.97,100,,29.97
2025-06-18T21:53:00-04:00,2025-06-18 21:53:00,61.2,61.2,61.2,0.9,3.1,262,0,0.25,29.98,100,,29.98
2025-06-18T21:38:00-04:00,2025-06-18 21:38:00,61.2,61.2,61.2,3.6,6.7,262,0,0.25,29.97,100,4.29,29.97
2025-06-18T21:23:00-04:00,2025-06-18 21:23:00,61.2,61.2,61.2,3.8,6.7,245,0,0.25,29.97,100,,29.97
2025-06-18T21:08:00-04:00,2025-06-18 21:08:00,61.2,61.2,61.2,1.6,6.9,252,0,0.25,29.96,100,,29.96
2025-06-18T20:53:00-04:00,2025-06-18 20:53:00,61.2,61.2,61.2,2.9,8.3,254,0,0.25,29.96,100,,29.96
2025-06-18T20:38:00-04:00,2025-06-18 20:38:00,61.2,61.2,61.2,3.6,8.5,245,0,0.25,29.95,100,4.29,29.95
2025-06-18T20:23:00-04:00,2025-06-18 20:23:00,61.2,61.2,61.2,2.9,5.6,244,0,0.25,29.96,100,,29.96
2025-06-18T20:08:00-04:00,2025-06-18 20:08:00,61.3,61.3,61.3,2.2,5.1,254,0,0.25,29.96,100,,29.96
2025-06-18T19:53:00-04:00,2025-06-18 19:53:00,61.3,61.3,61.3,2.9,5.4,254,0,0.25,29.96,100,,29.96
2025-06-18T19:38:00-04:00,2025-06-18 19:38:00,61.2,61.2,61.2,2.9,5.4,254,0,0.25,29.96,100,4.29,29.96
2025-06-18T19:23:00-04:00,2025-06-18 19:23:00,61.2,61.2,61.2,0.9,3.6,254,0,0.25,29.96,100,,29.96
2025-06-18T19:08:00-04:00,2025-06-18 19:08:00,61.2,61.2,61.2,3.1,6.3,254,0,0.25,29.96,100,,29.96
2025-06-18T18:53:00-04:00,2025-06-18 18:53:00,61.2,61.2,61.2,2.2,5.4,254,0,0.25,29.96,100,,29.96
2025-06-18T18:38:00-04:00,2025-06-18 18:38:00,61.2,61.2,61.2,3.6,6,275,0,0.25,29.97,100,4.31,29.97
2025-06-18T18:23:00-04:00,2025-06-18 18:23:00,61.3,61.3,61.3,0.9,3.4,294,0,0.25,29.97,100,,29.97
2025-06-18T18:08:00-04:00,2025-06-18 18:08:00,61,61,61,2.5,5.8,293,0,0.25,29.97,100,,29.97
2025-06-18T17:53:00-04:00,2025-06-18 17:53:00,61.2,61.2,61.2,5.1,7.6,288,0,0.25,29.97,100,,29.97
2025-06-18T17:38:00-04:00,2025-06-18 17:38:00,61,61,61,4.7,8.1,277,0,0.25,29.97,100,4.37,29.97
2025-06-18T17:23:00-04:00,2025-06-18 17:23:00,61,61,61,4.3,7.6,289,0,0.25,29.96,100,,29.96
2025-06-18T17:08:00-04:00,2025-06-18 17:08:00,61,61,61,4.3,8.3,248,0,0.25,29.96,100,,29.96
2025-06-18T16:53:00-04:00,2025-06-18 16:53:00,60.8,60.8,60.8,6.9,10.3,267,0,0.25,29.96,100,,29.96
2025-06-18T16:38:00-04:00,2025-06-18 16:38:00,60.6,60.6,60.6,6,10.1,250,0,0.25,29.96,100,4.58,29.96
2025-06-18T16:23:00-04:00,2025-06-18 16:23:00,60.8,60.8,60.8,6,9.8,246,0.03,0.24,29.96,100,,29.96
2025-06-18T16:08:00-04:00,2025-06-18 16:08:00,61.2,61.2,61.2,6.5,9.6,252,0,0.24,29.97,100,,29.97
2025-06-18T15:53:00-04:00,2025-06-18 15:53:00,61.2,61.2,61.2,5.6,8.3,271,0,0.24,29.98,100,,29.98
2025-06-18T15:38:00-04:00,2025-06-18 15:38:00,61.2,61.2,61.2,4.7,7.6,264,0,0.24,29.99,100,4.44,29.99
2025-06-18T15:23:00-04:00,2025-06-18 15:23:00,61.2,61.2,61.2,4.3,7.6,250,0,0.24,29.99,100,,29.99
2025-06-18T15:08:00-04:00,2025-06-18 15:08:00,61,61,61,5.6,9.8,251,0,0.24,29.99,100,,29.99
2025-06-18T14:53:00-04:00,2025-06-18 14:53:00,61,61,61,8.5,12.5,253,0,0.24,29.99,100,,29.99
2025-06-18T14:38:00-04:00,2025-06-18 14:38:00,61,61,61,8.1,13.9,254,0,0.24,29.99,100,4.51,29.99
2025-06-18T14:23:00-04:00,2025-06-18 14:23:00,61.2,61.2,61.2,8.3,11.9,253,0,0.24,30,100,,30
2025-06-18T14:08:00-04:00,2025-06-18 14:08:00,61.3,61.3,61.3,6.9,10.3,260,0,0.24,30,100,,30
2025-06-18T13:53:00-04:00,2025-06-18 13:53:00,61.5,61.5,61.5,6.3,11,276,0,0.24,30.01,100,,30.01
2025-06-18T13:38:00-04:00,2025-06-18 13:38:00,61.3,61.3,61.3,6,8.1,284,0,0.24,30.01,100,4.49,30.01
2025-06-18T13:23:00-04:00,2025-06-18 13:23:00,61.3,61.3,61.3,6.3,9.8,292,0,0.24,30.01,100,,30.01
2025-06-18T13:08:00-04:00,2025-06-18 13:08:00,61.3,61.3,61.3,5.8,8.5,291,0,0.24,30.01,100,,30.01
2025-06-18T12:53:00-04:00,2025-06-18 12:53:00,61.3,61.3,61.3,5.4,8.5,285,0,0.24,30.01,100,,30.01
2025-06-18T12:38:00-04:00,2025-06-18 12:38:00,61.3,61.3,61.3,5.8,8.7,280,0,0.24,30.02,100,4.45,30.02
2025-06-18T12:23:00-04:00,2025-06-18 12:23:00,61.2,61.2,61.2,6.5,10.1,277,0,0.24,30.02,100,,30.02
2025-06-18T12:08:00-04:00,2025-06-18 12:08:00,61.2,61.2,61.2,7.4,11.9,270,0,0.24,30.02,100,,30.02
2025-06-18T11:53:00-04:00,2025-06-18 11:53:00,61.2,61.2,61.2,8.9,14.1,271,0,0.24,30.02,100,,30.02
2025-06-18T11:38:00-04:00,2025-06-18 11:38:00,61.2,61.2,61.2,6.7,10.1,271,0,0.24,30.03,100,4.44,30.03
2025-06-18T11:23:00-04:00,2025-06-18 11:23:00,61.2,61.2,61.2,6.7,10.7,276,0.03,0.23,30.03,100,,30.03
2025-06-18T11:08:00-04:00,2025-06-18 11:08:00,61.2,61.2,61.2,9.2,15.7,273,0,0.23,30.03,100,,30.03
2025-06-18T10:53:00-04:00,2025-06-18 10:53:00,61.3,61.3,61.3,10.3,15,274,0,0.23,30.02,100,,30.02
2025-06-18T10:38:00-04:00,2025-06-18 10:38:00,61.2,61.2,61.2,10.7,15.7,268,0,0.23,30.02,100,4.43,30.02
2025-06-18T10:23:00-04:00,2025-06-18 10:23:00,61.2,61.2,61.2,9.2,13.2,274,0,0.23,30.03,100,,30.03
2025-06-18T10:08:00-04:00,2025-06-18 10:08:00,61.2,61.2,61.2,8.7,14.1,274,0,0.23,30.03,100,,30.03
2025-06-18T09:53:00-04:00,2025-06-18 09:53:00,61.2,61.2,61.2,10.3,16.8,259,0,0.23,30.02,100,,30.02
2025-06-18T09:38:00-04:00,2025-06-18 09:38:00,61.2,61.2,61.2,8.7,13,265,0.03,0.22,30.03,100,4.24,30.03
2025-06-18T09:23:00-04:00,2025-06-18 09:23:00,61.2,61.2,61.2,8.3,13.4,274,0,0.22,30.04,100,,30.04
2025-06-18T09:08:00-04:00,2025-06-18 09:08:00,61.2,61.2,61.2,9.4,14.3,272,0.03,0.21,30.04,100,,30.04
2025-06-18T08:53:00-04:00,2025-06-18 08:53:00,61.2,61.2,61.2,9.6,14.8,268,0,0.21,30.04,100,,30.04
2025-06-18T08:38:00-04:00,2025-06-18 08:38:00,61.2,61.2,61.2,9.6,14.1,269,0,0.21,30.04,100,4.23,30.04
2025-06-18T08:23:00-04:00,2025-06-18 08:23:00,61.2,61.2,61.2,10.3,17,269,0,0.21,30.04,100,,30.04
2025-06-18T08:08:00-04:00,2025-06-18 08:08:00,61.2,61.2,61.2,12.1,18.3,267,0.09,0.19,30.04,100,,30.04
2025-06-18T07:53:00-04:00,2025-06-18 07:53:00,61.3,61.3,61.3,12.1,20.6,269,0.06,0.17,30.04,100,,30.04
2025-06-18T07:38:00-04:00,2025-06-18 07:38:00,61.2,61.2,61.2,7.4,12.3,281,0,0.17,30.04,100,4.23,30.04
2025-06-18T07:23:00-04:00,2025-06-18 07:23:00,60.8,60.8,60.8,6.3,13.4,273,0,0.17,30.05,100,,30.05
2025-06-18T07:08:00-04:00,2025-06-18 07:08:00,60.8,60.8,60.8,6.7,11.2,259,0,0.17,30.05,100,,30.05
2025-06-18T06:53:00-04:00,2025-06-18 06:53:00,60.8,60.8,60.8,7.6,12.8,260,0,0.17,30.04,100,,30.04
2025-06-18T06:38:00-04:00,2025-06-18 06:38:00,60.6,60.6,60.6,7.4,10.7,262,0.03,0.16,30.04,100,4.23,30.04
2025-06-18T06:23:00-04:00,2025-06-18 06:23:00,60.6,60.6,60.6,6.9,11.2,261,0,0.16,30.05,100,,30.05
2025-06-18T06:08:00-04:00,2025-06-18 06:08:00,60.4,60.4,60.4,9.2,14.1,270,0,0.16,30.04,100,,30.04
2025-06-18T05:53:00-04:00,2025-06-18 05:53:00,60.4,60.4,60.4,11,16.8,262,0,0.16,30.04,100,,30.04
2025-06-18T05:38:00-04:00,2025-06-18 05:38:00,60.3,60.3,60.3,11.4,16.3,259,0,0.16,30.04,100,4.24,30.04
2025-06-18T05:23:00-04:00,2025-06-18 05:23:00,60.3,60.3,60.3,12.1,18.3,260,0,0.16,30.04,100,,30.04
2025-06-18T05:08:00-04:00,2025-06-18 05:08:00,60.1,60.1,60.1,11.6,16.8,255,0,0.16,30.04,100,,30.04
2025-06-18T04:53:00-04:00,2025-06-18 04:53:00,59.9,59.9,59.9,12.5,17.9,255,0,0.16,30.05,100,,30.05
2025-06-18T04:38:00-04:00,2025-06-18 04:38:00,59.9,59.9,59.9,12.5,18.3,255,0.03,0.15,30.05,100,4.25,30.05
2025-06-18T04:23:00-04:00,2025-06-18 04:23:00,59.9,59.9,59.9,12.8,16.8,253,0,0.15,30.06,100,,30.06
2025-06-18T04:08:00-04:00,2025-06-18 04:08:00,59.9,59.9,59.9,12.5,17.2,255,0.03,0.14,30.06,100,,30.06
2025-06-18T03:53:00-04:00,2025-06-18 03:53:00,59.9,59.9,59.9,12.1,15.9,255,0.03,0.13,30.06,100,,30.06
2025-06-18T03:38:00-04:00,2025-06-18 03:38:00,59.9,59.9,59.9,11.9,16.3,253,0.06,0.11,30.07,100,4.25,30.07
2025-06-18T03:23:00-04:00,2025-06-18 03:23:00,59.9,59.9,59.9,11.2,16.1,253,0.03,0.1,30.07,100,,30.07
2025-06-18T03:08:00-04:00,2025-06-18 03:08:00,59.9,59.9,59.9,10.7,15.7,255,0.09,0.08,30.07,100,,30.07
2025-06-18T02:53:00-04:00,2025-06-18 02:53:00,59.9,59.9,59.9,11.4,15,255,0,0.08,30.07,100,,30.07
2025-06-18T02:38:00-04:00,2025-06-18 02:38:00,59.9,59.9,59.9,11,16.8,256,0,0.08,30.07,100,4.25,30.07
2025-06-18T02:23:00-04:00,2025-06-18 02:23:00,59.7,59.7,59.7,11.4,16.3,254,0.03,0.07,30.08,100,,30.08
2025-06-18T02:08:00-04:00,2025-06-18 02:08:00,59.7,59.7,59.7,11.2,15.9,253,0,0.07,30.08,100,,30.08
2025-06-18T01:53:00-04:00,2025-06-18 01:53:00,59.7,59.7,59.7,11.9,17.7,253,0.03,0.06,30.08,100,,30.08
2025-06-18T01:38:00-04:00,2025-06-18 01:38:00,59.7,59.7,59.7,12.5,17.2,255,0,0.06,30.09,100,4.26,30.09
2025-06-18T01:23:00-04:00,2025-06-18 01:23:00,59.7,59.7,59.7,12.8,17,256,0.06,0.04,30.09,100,,30.09
2025-06-18T01:08:00-04:00,2025-06-18 01:08:00,59.7,59.7,59.7,11.4,15.9,255,0,0.04,30.09,100,,30.09
2025-06-18T00:53:00-04:00,2025-06-18 00:53:00,59.7,59.7,59.7,11.9,17,255,0.03,0.03,30.09,100,,30.09
2025-06-18T00:38:00-04:00,2025-06-18 00:38:00,59.7,59.7,59.7,10.7,16.6,254,0,0.03,30.1,100,4.27,30.1
2025-06-18T00:23:00-04:00,2025-06-18 00:23:00,59.5,59.5,59.5,10.7,18.3,254,0.06,0.01,30.1,100,,30.1
2025-06-18T00:08:00-04:00,2025-06-18 00:08:00,59.5,59.5,59.5,8.5,13.9,254,0.03,0,30.1,100,,30.1
2025-06-17T23:53:00-04:00,2025-06-17 23:53:00,59.5,59.5,59.5,8.1,12.3,253,0,0.05,30.11,100,,30.11
2025-06-17T23:38:00-04:00,2025-06-17 23:38:00,59.5,59.5,59.5,6.9,11.6,250,0.03,0.04,30.11,100,4.28,30.11
2025-06-17T23:23:00-04:00,2025-06-17 23:23:00,59.7,59.7,59.7,6.5,11.9,252,0,0.04,30.12,100,,30.12
2025-06-17T23:08:00-04:00,2025-06-17 23:08:00,59.7,59.7,59.7,6.3,11,253,0,0.04,30.12,100,,30.12
2025-06-17T22:53:00-04:00,2025-06-17 22:53:00,59.7,59.7,59.7,6,10.5,253,0,0.04,30.13,100,,30.13
2025-06-17T22:38:00-04:00,2025-06-17 22:38:00,59.7,59.7,59.7,5.4,9.4,246,0.03,0.03,30.13,100,4.28,30.13
2025-06-17T22:23:00-04:00,2025-06-17 22:23:00,59.7,59.7,59.7,4.9,10.3,244,0,0.03,30.13,100,,30.13
2025-06-17T22:08:00-04:00,2025-06-17 22:08:00,59.7,59.7,59.7,5.1,9.4,243,0,0.03,30.14,100,,30.14
2025-06-17T21:53:00-04:00,2025-06-17 21:53:00,59.7,59.7,59.4,4.7,11.9,252,0,0.03,30.14,99,,30.14
2025-06-17T21:38:00-04:00,2025-06-17 21:38:00,59.7,59.7,59.4,4.9,10.1,244,0,0.03,30.14,99,4.28,30.14
2025-06-17T21:23:00-04:00,2025-06-17 21:23:00,59.7,59.7,59.4,4.9,9.8,245,0,0.03,30.14,99,,30.14
2025-06-17T21:08:00-04:00,2025-06-17 21:08:00,59.9,59.9,59.6,4.5,9.6,234,0.03,0.02,30.14,99,,30.14
2025-06-17T20:53:00-04:00,2025-06-17 20:53:00,59.7,59.7,59.4,4,10.3,244,0,0.02,30.14,99,,30.14
2025-06-17T20:38:00-04:00,2025-06-17 20:38:00,59.7,59.7,59.4,4,7.8,241,0,0.02,30.14,99,4.28,30.14
2025-06-17T20:23:00-04:00,2025-06-17 20:23:00,59.9,59.9,59.3,4.5,8.5,242,0,0.02,30.15,98,,30.15
2025-06-17T20:08:00-04:00,2025-06-17 20:08:00,60.1,60.1,59.5,3.4,6.3,248,0.03,0.01,30.15,98,,30.15
2025-06-17T19:53:00-04:00,2025-06-17 19:53:00,60.4,60.4,59.3,3.6,6.5,257,0.03,0,30.16,96,,30.16
2025-06-17T19:38:00-04:00,2025-06-17 19:38:00,60.6,60.6,59.2,4,7.2,257,0,0,30.16,95,4.28,30.16
2025-06-17T19:23:00-04:00,2025-06-17 19:23:00,60.8,60.8,59.4,5.1,7.6,257,0,0,30.16,95,,30.16
2025-06-17T19:08:00-04:00,2025-06-17 19:08:00,60.8,60.8,59.1,5.1,8.5,251,0,0,30.16,94,,30.16
2025-06-17T18:53:00-04:00,2025-06-17 18:53:00,60.8,60.8,59.1,5.8,9.2,257,0,0,30.16,94,,30.16
2025-06-17T18:38:00-04:00,2025-06-17 18:38:00,60.6,60.6,58.9,6,8.5,256,0,0,30.16,94,4.31,30.16
2025-06-17T18:23:00-04:00,2025-06-17 18:23:00,60.4,60.4,59,6.5,8.7,258,0,0,30.16,95,,30.16
2025-06-17T18:08:00-04:00,2025-06-17 18:08:00,60.4,60.4,59,6.5,8.3,257,0,0,30.16,95,,30.16
2025-06-17T17:53:00-04:00,2025-06-17 17:53:00,60.4,60.4,58.7,6.7,8.7,257,0,0,30.16,94,,30.16
2025-06-17T17:38:00-04:00,2025-06-17 17:38:00,60.6,60.6,58.9,8.3,9.8,257,0,0,30.15,94,4.53,30.15
2025-06-17T17:23:00-04:00,2025-06-17 17:23:00,60.6,60.6,58.9,7.8,9.6,256,0,0,30.16,94,,30.16
2025-06-17T17:08:00-04:00,2025-06-17 17:08:00,60.8,60.8,58.8,7.8,10.3,255,0,0,30.16,93,,30.16
2025-06-17T16:53:00-04:00,2025-06-17 16:53:00,61.2,61.2,59.2,6.5,9.6,248,0,0,30.16,93,,30.16
2025-06-17T16:38:00-04:00,2025-06-17 16:38:00,60.8,60.8,58.8,8.1,10.7,252,0,0,30.17,93,4.53,30.17
2025-06-17T16:23:00-04:00,2025-06-17 16:23:00,60.8,60.8,58.8,8.3,10.3,258,0,0,30.17,93,,30.17
2025-06-17T16:08:00-04:00,2025-06-17 16:08:00,61,61,59,6.5,9.2,249,0,0,30.18,93,,30.18
2025-06-17T15:53:00-04:00,2025-06-17 15:53:00,61,61,59,6.3,11.4,261,0,0,30.18,93,,30.18
2025-06-17T15:38:00-04:00,2025-06-17 15:38:00,61.2,61.2,58.9,6.9,11.2,251,0,0,30.18,92,4.53,30.18
2025-06-17T15:23:00-04:00,2025-06-17 15:23:00,61,61,59,7.6,11.4,252,0,0,30.19,93,,30.19
2025-06-17T15:08:00-04:00,2025-06-17 15:08:00,60.6,60.6,58.6,8.9,11.4,253,0,0,30.19,93,,30.19
2025-06-17T14:53:00-04:00,2025-06-17 14:53:00,60.6,60.6,58.6,9.2,11.2,256,0,0,30.19,93,,30.19
2025-06-17T14:38:00-04:00,2025-06-17 14:38:00,60.6,60.6,58.6,8.7,10.3,257,0,0,30.2,93,,30.2
2025-06-17T14:23:00-04:00,2025-06-17 14:23:00,60.6,60.6,58.3,7.8,10.7,252,0,0,30.2,92,,30.2
2025-06-17T14:08:00-04:00,2025-06-17 14:08:00,60.8,60.8,58.2,9.2,11.6,253,0,0,30.2,91,,30.2
2025-06-17T13:53:00-04:00,2025-06-17 13:53:00,60.8,60.8,58.2,10.5,13.2,255,0,0,30.2,91,4.53,30.2
2025-06-17T13:38:00-04:00,2025-06-17 13:38:00,60.8,60.8,58.2,11.4,14.1,258,0,0,30.19,91,,30.19
2025-06-17T13:23:00-04:00,2025-06-17 13:23:00,61.2,61.2,58.2,11.6,15,257,0,0,30.19,90,,30.19
2025-06-17T13:08:00-04:00,2025-06-17 13:08:00,61.3,61.3,58.3,11.6,15.2,258,0,0,30.19,90,,30.19
2025-06-17T12:53:00-04:00,2025-06-17 12:53:00,61.3,61.3,58,12.1,15.4,256,0,0,30.2,89,4.53,30.2
2025-06-17T12:38:00-04:00,2025-06-17 12:38:00,61.3,61.3,58.3,11.9,14.8,257,0,0,30.21,90,,30.21
2025-06-17T12:23:00-04:00,2025-06-17 12:23:00,61.2,61.2,58.5,9.2,13,259,0,0,30.21,91,,30.21
2025-06-17T12:08:00-04:00,2025-06-17 12:08:00,60.8,60.8,58.2,8.5,10.5,257,0,0,30.22,91,,30.22
2025-06-17T11:53:00-04:00,2025-06-17 11:53:00,60.8,60.8,58.2,8.7,11.4,258,0,0,30.22,91,4.69,30.22
2025-06-17T11:38:00-04:00,2025-06-17 11:38:00,60.8,60.8,58.2,9.8,12.8,257,0,0,30.21,91,,30.21
2025-06-17T11:23:00-04:00,2025-06-17 11:23:00,60.6,60.6,58.3,8.5,11.4,258,0,0,30.22,92,,30.22
2025-06-17T11:08:00-04:00,2025-06-17 11:08:00,60.3,60.3,58.3,6.3,9.2,251,0,0,30.22,93,,30.22
2025-06-17T10:53:00-04:00,2025-06-17 10:53:00,60.3,60.3,58.3,7.2,10.3,254,0,0,30.22,93,4.7,30.22
2025-06-17T10:38:00-04:00,2025-06-17 10:38:00,60.3,60.3,58.3,6.9,10.5,250,0,0,30.22,93,,30.22
2025-06-17T10:23:00-04:00,2025-06-17 10:23:00,60.3,60.3,58.3,7.4,11.4,253,0,0,30.22,93,,30.22
2025-06-17T10:08:00-04:00,2025-06-17 10:08:00,59.7,59.7,57.7,7.6,10.1,254,0,0,30.22,93,,30.22
2025-06-17T09:53:00-04:00,2025-06-17 09:53:00,59.9,59.9,58.2,6.9,10.1,255,0,0,30.22,94,4.64,30.22
2025-06-17T09:38:00-04:00,2025-06-17 09:38:00,59.7,59.7,58,7.6,11.2,255,0,0,30.22,94,,30.22
2025-06-17T09:23:00-04:00,2025-06-17 09:23:00,59.4,59.4,58,9.2,13,253,0,0,30.22,95,,30.22
2025-06-17T09:08:00-04:00,2025-06-17 09:08:00,59.4,59.4,58,10.3,13.4,257,0,0,30.22,95,,30.22
2025-06-17T08:53:00-04:00,2025-06-17 08:53:00,59.4,59.4,58,10.3,13.2,256,0,0,30.21,95,4.54,30.21
2025-06-17T08:38:00-04:00,2025-06-17 08:38:00,59.4,59.4,58.3,8.1,11.9,256,0,0,30.21,96,,30.21
2025-06-17T08:23:00-04:00,2025-06-17 08:23:00,59.2,59.2,58.1,9.4,13.2,253,0,0,30.21,96,,30.21
2025-06-17T08:08:00-04:00,2025-06-17 08:08:00,59,59,58.1,8.7,12.8,257,0,0,30.21,97,,30.21
2025-06-17T07:53:00-04:00,2025-06-17 07:53:00,59,59,58.1,8.1,12.5,254,0,0,30.22,97,4.44,30.22
2025-06-17T07:38:00-04:00,2025-06-17 07:38:00,59,59,58.1,7.4,11.6,263,0,0,30.21,97,,30.21
2025-06-17T07:23:00-04:00,2025-06-17 07:23:00,58.6,58.6,57.8,5.4,8.5,263,0,0,30.21,97,,30.21
2025-06-17T07:08:00-04:00,2025-06-17 07:08:00,58.1,58.1,57.5,4,6.7,265,0,0,30.2,98,,30.2
2025-06-17T06:53:00-04:00,2025-06-17 06:53:00,57.9,57.9,57.3,3.8,6.9,277,0,0,30.21,98,4.25,30.21
2025-06-17T06:38:00-04:00,2025-06-17 06:38:00,57.7,57.7,57.1,2.5,4.7,277,0,0,30.22,98,,30.22
2025-06-17T06:23:00-04:00,2025-06-17 06:23:00,57.7,57.7,57.1,1.3,4,277,0,0,30.22,98,,30.22
2025-06-17T06:08:00-04:00,2025-06-17 06:08:00,57.7,57.7,57.4,1.6,4.5,277,0,0,30.22,99,,30.22
2025-06-17T05:53:00-04:00,2025-06-17 05:53:00,57.7,57.7,57.4,1.6,3.6,277,0,0,30.22,99,4.25,30.22
2025-06-17T05:38:00-04:00,2025-06-17 05:38:00,57.7,57.7,57.4,4.3,8.7,273,0,0,30.22,99,,30.22
2025-06-17T05:23:00-04:00,2025-06-17 05:23:00,57.9,57.9,57.6,4.5,7.8,259,0,0,30.22,99,,30.22
2025-06-17T05:08:00-04:00,2025-06-17 05:08:00,58.1,58.1,57.5,5.6,8.3,261,0,0,30.21,98,,30.21
2025-06-17T04:53:00-04:00,2025-06-17 04:53:00,58.3,58.3,57.7,4.9,7.6,289,0,0,30.21,98,4.26,30.21
2025-06-17T04:38:00-04:00,2025-06-17 04:38:00,58.1,58.1,57.8,6.3,9.2,258,0,0,30.2,99,,30.2
2025-06-17T04:23:00-04:00,2025-06-17 04:23:00,58.1,58.1,57.8,5.6,9.6,248,0,0,30.21,99,,30.21
2025-06-17T04:08:00-04:00,2025-06-17 04:08:00,58.1,58.1,57.8,5.4,7.8,245,0,0,30.22,99,,30.22
2025-06-17T03:53:00-04:00,2025-06-17 03:53:00,58.5,58.5,58.2,6.5,8.7,265,0,0,30.22,99,4.27,30.22
2025-06-17T03:38:00-04:00,2025-06-17 03:38:00,58.5,58.5,58.5,5.8,7.6,267,0,0,30.22,100,,30.22
2025-06-17T03:23:00-04:00,2025-06-17 03:23:00,58.3,58.3,58.3,3.8,5.6,267,0,0,30.22,100,,30.22
2025-06-17T03:08:00-04:00,2025-06-17 03:08:00,58.3,58.3,58.3,4.3,6.3,270,0,0,30.22,100,,30.22
2025-06-17T02:53:00-04:00,2025-06-17 02:53:00,58.3,58.3,58.3,4.9,7.4,279,0,0,30.22,100,4.27,30.22
2025-06-17T02:38:00-04:00,2025-06-17 02:38:00,58.3,58.3,58.3,4.5,6.3,300,0,0,30.23,100,,30.23
2025-06-17T02:23:00-04:00,2025-06-17 02:23:00,58.3,58.3,58.3,3.1,4.7,302,0,0,30.23,100,,30.23
2025-06-17T02:08:00-04:00,2025-06-17 02:08:00,58.3,58.3,58.3,4.5,7.8,302,0,0,30.23,100,,30.23
2025-06-17T01:53:00-04:00,2025-06-17 01:53:00,58.3,58.3,58.3,5.8,8.1,300,0,0,30.23,100,4.28,30.23
2025-06-17T01:38:00-04:00,2025-06-17 01:38:00,58.1,58.1,58.1,6.5,9.6,299,0,0,30.23,100,,30.23
2025-06-17T01:23:00-04:00,2025-06-17 01:23:00,58.3,58.3,58,9.2,12.1,316,0,0,30.22,99,,30.22
2025-06-17T01:08:00-04:00,2025-06-17 01:08:00,58.6,58.6,58,7.4,10.1,301,0,0,30.22,98,,30.22
2025-06-17T00:53:00-04:00,2025-06-17 00:53:00,58.6,58.6,58,6.3,9.8,275,0,0,30.22,98,4.28,30.22
2025-06-17T00:38:00-04:00,2025-06-17 00:38:00,58.5,58.5,57.7,7.8,11,276,0,0,30.22,97,,30.22
2025-06-17T00:23:00-04:00,2025-06-17 00:23:00,58.5,58.5,57.4,8.7,13.6,278,0,0,30.22,96,,30.22
2025-06-17T00:08:00-04:00,2025-06-17 00:08:00,58.3,58.3,56.9,8.5,11.6,264,0,0,30.22,95,,30.22
2025-06-16T23:53:00-04:00,2025-06-16 23:53:00,58.1,58.1,56.7,7.4,10.5,261,0,0,30.22,95,4.28,30.22
2025-06-16T23:38:00-04:00,2025-06-16 23:38:00,58.1,58.1,56.4,7.6,11.2,259,0,0,30.22,94,,30.22
2025-06-16T23:23:00-04:00,2025-06-16 23:23:00,58.1,58.1,56.4,6.3,11.6,254,0,0,30.22,94,,30.22
2025-06-16T23:08:00-04:00,2025-06-16 23:08:00,58.3,58.3,56.9,4.7,8.1,250,0,0,30.22,95,,30.22
2025-06-16T22:53:00-04:00,2025-06-16 22:53:00,58.5,58.5,56.8,6.5,9.2,254,0,0,30.22,94,4.29,30.22
2025-06-16T22:38:00-04:00,2025-06-16 22:38:00,58.3,58.3,56.6,5.6,8.7,256,0,0,30.23,94,,30.23
2025-06-16T22:23:00-04:00,2025-06-16 22:23:00,58.3,58.3,56.6,5.8,8.5,259,0,0,30.23,94,,30.23
2025-06-16T22:08:00-04:00,2025-06-16 22:08:00,58.3,58.3,56.6,7.2,10.5,259,0,0,30.23,94,,30.23
2025-06-16T21:53:00-04:00,2025-06-16 21:53:00,58.5,58.5,56.5,8.1,10.7,262,0,0,30.23,93,4.28,30.23
2025-06-16T21:38:00-04:00,2025-06-16 21:38:00,58.5,58.5,56.2,9.2,12.8,264,0,0,30.23,92,,30.23
