"loc_id","year","date","site_id","site_name","bay_location","substrate","set_time","weather","temp_degc","do_mg/l","salinity_ppt","hermit_crabs","shrimp","notes"
"2020_065_08",2020,2020-09-04,"08","Back Cove","Mid",NA,2020-09-04 05:10:00,NA,NA,NA,NA,NA,NA,NA
"2020_065_06",2020,2020-09-04,"06","Mackworth Island - North","Mid",NA,2020-09-04 06:15:00,NA,NA,NA,NA,NA,NA,NA
"2020_065_09",2020,2020-09-04,"09","Great Diamond Island","Outer",NA,2020-09-04 06:45:00,NA,NA,NA,NA,NA,NA,NA
"2021_066_11",2021,2021-06-10,"11","Cushing Island","Outer",NA,2021-06-10 14:55:00,"sunny",NA,NA,NA,"present","low",NA
"2021_066_10",2021,2021-06-10,"10","SMCC","Outer",NA,2021-06-10 15:25:00,"sunny",NA,NA,NA,"present","absent",NA
"2021_066_09",2021,2021-06-10,"09","Great Diamond Island","Outer",NA,2021-06-10 15:53:00,"sunny",NA,NA,NA,"absent","absent",NA
"2021_066_04",2021,2021-06-10,"04","Mussel Cove","Mid",NA,2021-06-10 16:22:00,"sunny",NA,NA,NA,"absent","low",NA
"2021_066_05",2021,2021-06-10,"05","The Brothers - North","Mid",NA,2021-06-10 16:41:00,"sunny",NA,NA,NA,NA,NA,NA
"2021_066_06",2021,2021-06-10,"06","Mackworth Island - North","Mid",NA,2021-06-10 17:09:00,"sunny",NA,NA,NA,NA,NA,NA
"2021_067_12",2021,2021-06-17,"12","Alewife Cove","Outer",NA,2021-06-17 13:51:00,"sunny",15.4,16.1,27.08,"absent","medium",NA
"2021_067_03",2021,2021-06-17,"03","Audubon","Inner",NA,2021-06-17 15:14:00,"sunny",16.6,9.6,15.74,"absent","high",NA
"2021_067_02",2021,2021-06-17,"02","Skitterygusset","Inner",NA,2021-06-17 15:54:00,"sunny",21.4,6.2,6.06,"absent","absent",NA
"2021_067_01",2021,2021-06-17,"01","Presumpscot Moorings","Inner",NA,2021-06-17 16:08:00,"sunny",21.3,12.5,2.42,"present","absent",NA
"2021_067_07",2021,2021-06-17,"07","Mackworth Island - Beach","Mid",NA,2021-06-17 17:24:00,"sunny",21,15,20,"present","low",NA
"2021_067_08",2021,2021-06-17,"08","Back Cove","Mid",NA,2021-06-17 18:00:00,"sunny",20.5,12,27.79,"present","low",NA
"2021_068_03",2021,2021-06-25,"03","Audubon","Inner",NA,2021-06-25 14:20:00,"sunny",16,12,24.99,"present",NA,NA
"2021_068_01",2021,2021-06-25,"01","Presumpscot Moorings","Inner",NA,2021-06-25 14:58:00,"sunny",21.3,7.6,3.7,NA,NA,NA
"2021_068_02",2021,2021-06-25,"02","Skitterygusset","Inner",NA,2021-06-25 15:25:00,"sunny",18.2,9.2,13.22,NA,NA,NA
"2021_068_07",2021,2021-06-25,"07","Mackworth Island - Beach","Mid",NA,2021-06-25 16:04:00,"sunny",15.7,7.7,26.8,"present","low",NA
"2021_068_08",2021,2021-06-25,"08","Back Cove","Mid",NA,2021-06-25 16:40:00,"sunny",NA,NA,NA,NA,NA,NA
"2021_068_10",2021,2021-06-25,"10","SMCC","Outer",NA,2021-06-25 17:17:00,"sunny",15.6,7.9,28,"absent","absent",NA
"2021_069_12",2021,2021-06-30,"12","Alewife Cove","Outer",NA,2021-06-30 13:52:00,"overcast",14.7,8,29.05,"absent","low",NA
"2021_069_11",2021,2021-06-30,"11","Cushing Island","Outer",NA,2021-06-30 14:33:00,"overcast",16.7,15.3,28.84,"present","medium",NA
"2021_069_05",2021,2021-06-30,"05","The Brothers - North","Mid",NA,2021-06-30 15:03:00,"overcast",22.7,17.3,28.89,"present","low",NA
"2021_069_06",2021,2021-06-30,"06","Mackworth Island - North","Mid",NA,2021-06-30 15:52:00,"sunny",18.8,14.1,29.08,"present","low",NA
"2021_069_09",2021,2021-06-30,"09","Great Diamond Island","Outer",NA,2021-06-30 16:35:00,"sunny",19.6,19.4,30.1,"present","high",NA
"2021_069_04",2021,2021-06-30,"04","Mussel Cove","Mid",NA,2021-06-30 17:08:00,"sunny",23.8,10.1,29.35,NA,NA,NA
"2021_070_10",2021,2021-07-07,"10","SMCC","Outer",NA,2021-07-07 13:36:00,"sunny",18.2,14.6,27.78,"present","low",NA
"2021_070_08",2021,2021-07-07,"08","Back Cove","Mid",NA,2021-07-07 14:19:00,"sunny",17.8,13.1,23.4,"absent","absent",NA
"2021_070_07",2021,2021-07-07,"07","Mackworth Island - Beach","Mid",NA,2021-07-07 14:48:00,"sunny",18.9,12.6,25.88,"absent","absent",NA
"2021_070_03",2021,2021-07-07,"03","Audubon","Inner",NA,2021-07-07 15:21:00,"sunny",21.6,11.1,11.21,"absent","low",NA
"2021_070_01",2021,2021-07-07,"01","Presumpscot Moorings","Inner",NA,2021-07-07 15:52:00,"sunny",21.5,8.1,10.45,"absent","low",NA
"2021_070_02",2021,2021-07-07,"02","Skitterygusset","Inner",NA,2021-07-07 16:18:00,"sunny",23.6,13,12.66,"absent","absent",NA
"2021_071_12",2021,2021-07-13,"12","Alewife Cove","Outer",NA,2021-07-13 14:03:00,"overcast",16.4,7.3,25.01,"absent","low",NA
"2021_071_11",2021,2021-07-13,"11","Cushing Island","Outer",NA,2021-07-13 14:42:00,"overcast",17.2,12,26.84,"present","low",NA
"2021_071_09",2021,2021-07-13,"09","Great Diamond Island","Outer",NA,2021-07-13 15:16:00,"overcast",17.8,13.3,26.24,"absent","low",NA
"2021_071_06",2021,2021-07-13,"06","Mackworth Island - North","Mid",NA,2021-07-13 15:45:00,"overcast",18.4,10.2,26.62,"present","low",NA
"2021_071_05",2021,2021-07-13,"05","The Brothers - North","Mid",NA,2021-07-13 16:25:00,"overcast",18,10.3,28.46,"absent","absent",NA
"2021_071_04",2021,2021-07-13,"04","Mussel Cove","Mid",NA,2021-07-13 17:03:00,"overcast",17.8,9.9,26.66,"absent","absent",NA
"2021_072_10",2021,2021-07-23,"10","SMCC","Outer",NA,2021-07-23 13:20:00,"sunny",18.3,13.2,25.22,"absent","absent",NA
"2021_072_08",2021,2021-07-23,"08","Back Cove","Mid",NA,2021-07-23 14:09:00,"sunny",19.4,13.9,23.46,"absent","low",NA
"2021_072_07",2021,2021-07-23,"07","Mackworth Island - Beach","Mid",NA,2021-07-23 14:39:00,"sunny",19.8,15.1,26.45,"absent","low",NA
"2021_072_02",2021,2021-07-23,"02","Skitterygusset","Inner",NA,2021-07-23 15:22:00,"sunny",21.4,14.5,11.68,"absent","absent",NA
"2021_072_01",2021,2021-07-23,"01","Presumpscot Moorings","Inner",NA,2021-07-23 16:04:00,"sunny",24.9,15.4,9.15,"absent","absent",NA
"2021_072_03",2021,2021-07-23,"03","Audubon","Inner",NA,2021-07-23 16:42:00,"sunny",22,15.5,11.68,"absent","absent",NA
"2021_073_12",2021,2021-07-28,"12","Alewife Cove","Outer",NA,2021-07-28 14:05:00,"overcast",17,10.8,27.41,"absent","low",NA
"2021_073_11",2021,2021-07-28,"11","Cushing Island","Outer",NA,2021-07-28 14:32:00,"overcast",18.5,11.8,28.39,"absent","medium",NA
"2021_073_09",2021,2021-07-28,"09","Great Diamond Island","Outer",NA,2021-07-28 15:12:00,"overcast",18.3,8,28.17,"present","low",NA
"2021_073_05",2021,2021-07-28,"05","The Brothers - North","Mid",NA,2021-07-28 15:32:00,"overcast",20.5,8.5,28.28,"absent","low",NA
"2021_073_06",2021,2021-07-28,"06","Mackworth Island - North","Mid",NA,2021-07-28 16:25:00,"overcast",21.7,10.3,27.85,"absent","absent",NA
"2021_073_04",2021,2021-07-28,"04","Mussel Cove","Mid",NA,2021-07-28 16:42:00,"overcast",23.4,7.2,27.88,"absent","low",NA
"2021_074_07",2021,2021-08-06,"07","Mackworth Island - Beach","Mid",NA,2021-08-06 13:37:00,"sunny",18.3,7.3,26.92,"absent","low",NA
"2021_074_03",2021,2021-08-06,"03","Audubon","Inner",NA,2021-08-06 14:20:00,"sunny",18.9,5.7,19.27,"absent","low",NA
"2021_074_01",2021,2021-08-06,"01","Presumpscot Moorings","Inner",NA,2021-08-06 15:00:00,"sunny",21.3,7.5,7.83,"absent","absent",NA
"2021_074_02",2021,2021-08-06,"02","Skitterygusset","Inner",NA,2021-08-06 15:29:00,"sunny",18.5,10.4,24.31,"absent","absent",NA
"2021_074_08",2021,2021-08-06,"08","Back Cove","Mid",NA,2021-08-06 16:10:00,"sunny",18.3,9.1,27.3,"absent","absent",NA
"2021_074_10",2021,2021-08-06,"10","SMCC","Outer",NA,2021-08-06 16:56:00,"sunny",17.9,12.3,27.62,"absent","low",NA
"2021_075_12",2021,2021-08-11,"12","Alewife Cove","Outer",NA,2021-08-11 14:37:00,"sunny",18.4,25.4,28.53,"absent","absent",NA
"2021_075_11",2021,2021-08-11,"11","Cushing Island","Outer",NA,2021-08-11 15:11:00,"sunny",19.3,17.3,28.14,"present","low",NA
"2021_075_09",2021,2021-08-11,"09","Great Diamond Island","Outer",NA,2021-08-11 15:43:00,"sunny",20,16.1,27.63,"absent","absent",NA
"2021_075_06",2021,2021-08-11,"06","Mackworth Island - North","Mid",NA,2021-08-11 16:04:00,"sunny",20,13,27.92,"present","low",NA
"2021_075_05",2021,2021-08-11,"05","The Brothers - North","Mid",NA,2021-08-11 16:24:00,"sunny",20.2,12.3,27.23,"present","low",NA
"2021_075_04",2021,2021-08-11,"04","Mussel Cove","Mid",NA,2021-08-11 16:53:00,"sunny",21,15.4,28.07,"absent","low",NA
"2021_076_02",2021,2021-08-16,"02","Skitterygusset","Inner",NA,2021-08-16 13:54:00,"overcast",22.1,5.8,17.12,"absent","high",NA
"2021_076_10",2021,2021-08-16,"10","SMCC","Outer",NA,2021-08-16 15:34:00,"overcast",21.8,11.6,27.6,"absent","high",NA
"2021_077_08",2021,2021-08-20,"08","Back Cove","Mid",NA,2021-08-20 13:45:00,"overcast",19.7,7,27.36,"absent","absent",NA
"2021_077_07",2021,2021-08-20,"07","Mackworth Island - Beach","Mid",NA,2021-08-20 14:22:00,"overcast",19.1,6.9,28.2,"absent","low",NA
"2021_077_03",2021,2021-08-20,"03","Audubon","Inner",NA,2021-08-20 15:12:00,"overcast",21.2,6.5,19.5,"absent","low",NA
"2021_077_01",2021,2021-08-20,"01","Presumpscot Moorings","Inner",NA,2021-08-20 15:53:00,"overcast",21.8,11.1,17.67,"absent","absent",NA
"2021_077_04",2021,2021-08-20,"04","Mussel Cove","Mid",NA,2021-08-20 16:39:00,"overcast",22.1,0.9,27.78,"present","low",NA
"2021_077_05",2021,2021-08-20,"05","The Brothers - North","Mid",NA,2021-08-20 17:15:00,"overcast",21.6,7.3,28.4,"present","low",NA
"2021_078_12",2021,2021-08-24,"12","Alewife Cove","Outer",NA,2021-08-24 13:33:00,"sunny",18.2,9.2,28.35,"absent","low",NA
"2021_078_11",2021,2021-08-24,"11","Cushing Island","Outer",NA,2021-08-24 14:05:00,"sunny",20.1,12.3,27.32,"present","low",NA
"2021_078_09",2021,2021-08-24,"09","Great Diamond Island","Outer",NA,2021-08-24 14:37:00,"sunny",19.8,7.4,27.47,"absent","absent",NA
"2021_078_06",2021,2021-08-24,"06","Mackworth Island - North","Mid",NA,2021-08-24 15:00:00,"sunny",20.5,14,28.5,"absent","absent",NA
"2018_102_12",2018,2018-07-25,"12","Alewife Cove","Outer","sand/gravel",2018-07-25 14:40:00,"foggy",16.7,10.1,30.6,"absent","absent",NA
"2018_102_11",2018,2018-07-25,"11","Cushing Island","Outer","sand/gravel",2018-07-25 15:10:00,"foggy",16.6,7.5,30.55,"present","low",NA
"2018_102_08",2018,2018-07-25,"08","Back Cove","Mid","mud",2018-07-25 15:45:00,"overcast",20.2,8.2,27.7,"absent","absent",NA
"2018_102_02",2018,2018-07-25,"02","Skitterygusset","Inner","mud",2018-07-25 16:15:00,"overcast",19.7,7.8,25.3,NA,NA,NA
"2018_102_05",2018,2018-07-25,"05","The Brothers - North","Mid","gravel",2018-07-25 17:05:00,"sunny",18.5,9.4,30.01,"present",NA,NA
"2018_102_07",2018,2018-07-25,"07","Mackworth Island - Beach","Mid","sand/gravel",2018-07-25 17:45:00,"overcast",20.5,7.8,29.91,NA,"medium",NA
"2018_103_10",2018,2018-08-10,"10","SMCC","Outer","sand/gravel",2018-08-10 13:50:00,"sunny",18.5,9.1,28.75,"absent","absent",NA
"2018_103_09",2018,2018-08-10,"09","Great Diamond Island","Outer","sand/gravel",2018-08-10 14:15:00,"sunny",16.8,8.6,30.18,"present","absent",NA
"2018_103_04",2018,2018-08-10,"04","Mussel Cove","Mid","mud",2018-08-10 15:00:00,"sunny",21.1,9.3,30.3,"absent","absent",NA
"2018_103_06",2018,2018-08-10,"06","Mackworth Island - North","Mid","sand/gravel",2018-08-10 15:40:00,"sunny",20,10.6,29.86,"absent","medium",NA
"2018_103_01",2018,2018-08-10,"01","Presumpscot Moorings","Inner","mud",2018-08-10 16:15:00,"sunny",22,8.4,22.49,"absent","absent",NA
"2018_103_03",2018,2018-08-10,"03","Audubon","Inner","sand",2018-08-10 16:30:00,"sunny",22,8,19.57,"absent","low",NA
"2018_104_07",2018,2018-08-21,"07","Mackworth Island - Beach","Mid","sand",NA,NA,22.1,8.6,21.21,"present",NA,NA
"2018_104_05",2018,2018-08-21,"05","The Brothers - North","Mid","gravel",NA,NA,28.2,7.5,26.96,"absent","low",NA
"2018_104_11",2018,2018-08-21,"11","Cushing Island","Outer","sand/gravel",NA,NA,20.7,10.3,30.23,"present","high",NA
"2018_104_02",2018,2018-08-21,"02","Skitterygusset","Inner","mud",NA,NA,22.8,7.6,11.51,"absent","absent",NA
"2018_105_01",2018,2018-09-07,"01","Presumpscot Moorings","Inner","mud",2018-09-07 13:30:00,"sunny",20.4,7.7,23.92,"absent","absent",NA
"2018_105_03",2018,2018-09-07,"03","Audubon","Inner","sand",2018-09-07 14:00:00,"sunny",19.8,7.3,16.03,NA,NA,NA
"2018_105_06",2018,2018-09-07,"06","Mackworth Island - North","Mid","sand/gravel",2018-09-07 14:20:00,"sunny",18.6,7.3,30.44,"present","low",NA
"2018_105_04",2018,2018-09-07,"04","Mussel Cove","Mid","mud",2018-09-07 14:50:00,"sunny",19.7,14.6,31.02,"present","absent",NA
"2018_105_10",2018,2018-09-07,"10","SMCC","Outer","sand/gravel",2018-09-07 15:40:00,"sunny",18.7,8.2,30.16,"present","medium",NA
"2018_105_09",2018,2018-09-07,"09","Great Diamond Island","Outer","sand/gravel",NA,"sunny",18.6,8.2,30.47,"present","low",NA
"2018_105_08",2018,2018-08-21,"08","Back Cove","Mid","mud",NA,"sunny",19.7,24.1,28.86,"absent","medium",NA
"2019_106_06",2019,2019-06-12,"06","Mackworth Island - North","Mid","sand/gravel",2019-06-12 12:05:00,"sunny",13.2,8.1,19.54,"absent","absent",NA
"2019_106_02",2019,2019-06-12,"02","Skitterygusset","Inner","mud",2019-06-12 12:30:00,"sunny",12.6,9.4,23.5,NA,NA,NA
"2019_106_05",2019,2019-06-12,"05","The Brothers - North","Mid","gravel",2019-06-12 13:05:00,"sunny",13.3,9.8,28.67,"absent","low",NA
"2019_106_08",2019,2019-06-12,"08","Back Cove","Mid","mud",2019-06-12 13:40:00,"sunny",12.1,11.9,27.82,NA,NA,NA
"2019_106_09",2019,2019-06-12,"09","Great Diamond Island","Outer","sand/gravel",2019-06-12 14:05:00,"sunny",13.5,9.7,26.61,"present","low","site assumed, not indicated on sheet"
"2019_106_10",2019,2019-06-12,"10","SMCC","Outer","sand/gravel",2019-06-12 14:30:00,"sunny",14.5,10,21.22,"present","low",NA
"2019_107_12",2019,2019-07-02,"12","Alewife Cove","Outer","sand/gravel",2019-07-02 15:00:00,"sunny",15.4,10.5,28.75,"present","absent",NA
"2019_107_11",2019,2019-07-02,"11","Cushing Island","Outer","sand/gravel",2019-07-02 16:05:00,"sunny",13.2,11.2,27.28,NA,NA,NA
"2019_107_01",2019,2019-07-02,"01","Presumpscot Moorings","Inner","mud",2019-07-02 16:45:00,"sunny",20.7,7.5,6.07,NA,"low","bad set"
"2019_107_03",2019,2019-07-02,"03","Audubon","Inner","sand",2019-07-02 17:15:00,"sunny",22,8.9,8.45,NA,"low",NA
"2019_107_04",2019,2019-07-02,"04","Mussel Cove","Mid","mud",2019-07-02 17:45:00,"sunny",17.8,10.4,28.92,"present","low",NA
"2019_107_07",2019,2019-07-02,"07","Mackworth Island - Beach","Mid","sand",2019-07-02 18:15:00,"sunny",19,10.4,28.73,"present","low",NA
"2022_079_11",2022,2022-06-01,"11","Cushing Island","Outer","sand",2022-06-01 13:30:00,"overcast",12.06,NA,32.76,"present","low",NA
"2022_079_10",2022,2022-06-01,"10","SMCC","Outer","sand/gravel",2022-06-01 14:02:00,"overcast",12.07,NA,32.83,"present","low",NA
"2022_079_05",2022,2022-06-01,"05","The Brothers - North","Mid","gravel",2022-06-01 14:37:00,"partly cloudy",13.68,NA,32.99,"absent","absent",NA
"2022_079_06",2022,2022-06-01,"06","Mackworth Island - North","Mid","sand/gravel",2022-06-01 15:06:00,"partly cloudy",13.85,NA,32.86,"present","low",NA
"2022_079_03",2022,2022-06-01,"03","Audubon","Inner","sand",2022-06-01 15:36:00,"partly cloudy",14,NA,28.47,"absent","absent",NA
"2022_080_12",2022,2022-06-14,"12","Alewife Cove","Outer","sand/gravel",2022-06-14 13:53:00,"sunny",13.9,NA,33.3,"absent","absent",NA
"2022_080_02",2022,2022-06-14,"02","Skitterygusset","Inner","mud",2022-06-14 15:03:00,"overcast",15.5,NA,30.3,"absent","absent",NA
"2022_080_01",2022,2022-06-14,"01","Presumpscot Moorings","Inner","mud",2022-06-14 15:45:00,"partly cloudy",20.3,NA,4.68,"absent","absent","had to go the left of the usual site, dock was in the way"
"2022_080_04",2022,2022-06-14,"04","Mussel Cove","Mid","mud",2022-06-14 16:32:00,"sunny",16.2,NA,32.91,"absent","low",NA
"2022_080_07",2022,2022-06-14,"07","Mackworth Island - Beach","Mid","sand",2022-06-14 17:15:00,"sunny",16.5,NA,32.28,"absent","low",NA
"2022_080_08",2022,2022-06-14,"08","Back Cove","Mid","mud",2022-06-14 18:00:00,"sunny",15.6,NA,31.89,"present","absent","tide going out rapidly"
"2022_081_03",2022,2022-06-21,"03","Audubon","Inner","sand",2022-06-21 14:00:00,"partly cloudy",15.2,NA,29.74,"absent","low","tide moving too fast, seine set was flipped"
"2022_081_09",2022,2022-06-21,"09","Great Diamond Island","Outer","sand/gravel",2022-06-21 14:49:00,"partly cloudy",14.3,NA,32.9,"present","high","the in eDNA sample was not collected, forgot due to challenging set"
"2022_081_11",2022,2022-06-21,"11","Cushing Island","Outer","sand",2022-06-21 15:27:00,"partly cloudy",13.2,NA,33.4,"present","medium","a lot of macroalgae"
"2022_081_10",2022,2022-06-21,"10","SMCC","Outer","sand/gravel",2022-06-21 16:22:00,"sunny",14.7,NA,32.2,"present","high",NA
"2022_082_06",2022,2022-06-23,"06","Mackworth Island - North","Mid","sand/gravel",2022-06-23 13:25:00,"overcast",15.5,NA,32.6,"absent","low","had to do two net sets"
"2022_082_05",2022,2022-06-23,"05","The Brothers - North","Mid","gravel",2022-06-23 14:16:00,"overcast",14.78,NA,30.93,"absent","low",NA
"2022_082_04",2022,2022-06-23,"04","Mussel Cove","Mid","mud",2022-06-23 14:53:00,"partly cloudy",15.9,NA,33.16,"absent","low","had to hand haul the net"
"2022_083_03",2022,2022-06-27,"03","Audubon","Inner","sand",2022-06-27 13:49:00,"rain",17.54,NA,29.76,"absent","low",NA
"2022_083_02",2022,2022-06-27,"02","Skitterygusset","Inner","mud",2022-06-27 14:17:00,"rain",18.08,NA,28.31,"absent","absent","net snagged, probably released most of catch"
"2022_083_01",2022,2022-06-27,"01","Presumpscot Moorings","Inner","mud",2022-06-27 14:49:00,"rain",18.92,NA,26.27,"absent","absent",NA
"2022_083_07",2022,2022-06-27,"07","Mackworth Island - Beach","Mid","sand",2022-06-27 15:20:00,"rain",15.98,NA,32.37,"absent","low","pouring rain!"
"2022_083_08",2022,2022-06-27,"08","Back Cove","Mid","mud",2022-06-27 15:57:00,"overcast",16.3,NA,28.02,"absent","absent",NA
"2022_084_10",2022,2022-06-30,"10","SMCC","Outer","sand/gravel",2022-06-30 14:24:00,"sunny",16.5,NA,31.86,"present","absent",NA
"2022_084_11",2022,2022-06-30,"11","Cushing Island","Outer","sand",2022-06-30 15:02:00,"sunny",15.4,NA,32.95,"absent","low",NA
"2022_084_12",2022,2022-06-30,"12","Alewife Cove","Outer","sand/gravel",2022-06-30 15:40:00,"sunny",14.6,NA,33.62,"absent","absent","good set, no fish"
"2022_085_09",2022,2022-07-08,"09","Great Diamond Island","Outer","sand/gravel",2022-07-08 12:23:00,"partly cloudy",15.813,NA,33.39,"present","low",NA
"2022_085_05",2022,2022-07-08,"05","The Brothers - North","Mid","gravel",2022-07-08 13:02:00,"partly cloudy",15.02,NA,33.78,"present","absent","squid!"
"2022_085_06",2022,2022-07-08,"06","Mackworth Island - North","Mid","sand/gravel",2022-07-08 13:36:00,"sunny",15.18,NA,33.76,"absent","absent","no fish, nothing in seine"
"2022_085_03",2022,2022-07-08,"03","Audubon","Inner","sand",2022-07-08 14:18:00,"sunny",18.23,NA,30.42,"absent","low","surface (in) sample only filtered 900mL, filter too clogged"
"2022_086_04",2022,2022-07-12,"04","Mussel Cove","Mid","mud",2022-07-12 13:28:00,"partly cloudy",15.6,NA,33.78,"absent","low",NA
"2022_086_07",2022,2022-07-12,"07","Mackworth Island - Beach","Mid","sand",2022-07-12 14:18:00,"partly cloudy",15.6,NA,33.38,"absent","low",NA
"2022_086_03",2022,2022-07-12,"03","Audubon","Inner","sand",2022-07-12 15:00:00,"partly cloudy",16.57,NA,31.73,"absent","low","a lot of little silversides swam through seine net holes"
"2022_086_02",2022,2022-07-12,"02","Skitterygusset","Inner","mud",2022-07-12 15:30:00,"partly cloudy",17.11,NA,31.05,"absent","absent","first set, bottom of ledge caught net, no fish, did a second set after the Presumpscot site - no other data was collected at second visit, just the fish in seine"
"2022_086_01",2022,2022-07-12,"01","Presumpscot Moorings","Inner","mud",2022-07-12 15:38:00,"windy",19.21,NA,23.41,"absent","absent",NA
"2022_087_12",2022,2022-07-19,"12","Alewife Cove","Outer","sand/gravel",2022-07-19 17:28:00,"sunny",14.11,NA,34.08,"absent","absent","eDNA sample cooler packed with ice"
"2022_087_11",2022,2022-07-19,"11","Cushing Island","Outer","sand",2022-07-19 18:07:00,"sunny",15.68,NA,33.68,"present","absent","tons of macroalgae, eDNA sample cooler packed with ice"
"2022_087_10",2022,2022-07-19,"10","SMCC","Outer","sand/gravel",2022-07-19 18:46:00,"sunny",16.83,NA,33.44,"present","absent","did seine first, then sonde and plankton. eDNA sample cooler packed with ice"
"2022_087_09",2022,2022-07-19,"09","Great Diamond Island","Outer","sand/gravel",2022-07-19 19:15:00,"sunny",18.53,NA,32.8,"present","low","eDNA sample cooler packed with ice"
"2022_088_05",2022,2022-07-20,"05","The Brothers - North","Mid","gravel",2022-07-20 17:47:00,"overcast",19.72,NA,33.59,NA,"low","eDNA sample cooler packed with ice"
"2022_088_06",2022,2022-07-20,"06","Mackworth Island - North","Mid","sand/gravel",2022-07-20 18:21:00,"overcast",16.51,NA,33.77,"present","low","eDNA sample cooler packed with ice"
"2022_088_03",2022,2022-07-20,"03","Audubon","Inner","sand",2022-07-20 18:56:00,"rain",19.12,NA,30.54,"absent","low","eDNA sample cooler packed with ice"
"2022_088_08",2022,2022-07-20,"08","Back Cove","Mid","mud",2022-07-20 19:47:00,"overcast",17.2,NA,33.07,"absent","absent","no fish, eDNA sample cooler packed with ice"
"2022_089_04",2022,2022-07-25,"04","Mussel Cove","Mid","mud",2022-07-25 13:46:00,"rain",17.32,NA,33.61,"present","low","many silversides escape net"
"2022_089_05",2022,2022-07-25,"05","The Brothers - North","Mid","gravel",2022-07-25 14:25:00,"not recorded",16.23,NA,33.95,"absent","absent",NA
"2022_089_06",2022,2022-07-25,"06","Mackworth Island - North","Mid","sand/gravel",2022-07-25 14:54:00,"not recorded",15.79,NA,33.98,NA,NA,NA
"2022_089_08",2022,2022-07-25,"08","Back Cove","Mid","mud",2022-07-25 15:51:00,"not recorded",17.92,NA,33.37,"absent","absent",NA
"2022_089_10",2022,2022-07-25,"10","SMCC","Outer","sand/gravel",2022-07-25 16:32:00,"not recorded",16.18,NA,33.79,"present","absent",NA
"2022_090_07",2022,2022-07-26,"07","Mackworth Island - Beach","Mid","sand",2022-07-26 14:42:00,"partly cloudy",17.7,NA,33.26,"absent","low","quahog bay intern day"
"2022_090_03",2022,2022-07-26,"03","Audubon","Inner","sand",2022-07-26 15:21:00,"partly cloudy",17.88,NA,32.01,"absent","low","quahog bay intern day, a lot of silversides escaping net, huge schools"
"2022_091_12",2022,2022-08-03,"12","Alewife Cove","Outer","sand/gravel",2022-08-03 13:40:00,"mostly sunny",15.93,NA,34.08,"present","low","many sandlance escaped"
"2022_091_11",2022,2022-08-03,"11","Cushing Island","Outer","sand",2022-08-03 14:31:00,"mostly sunny",16.45,NA,33.68,"present","absent","a lot of macroalge, a lot left in seine"
"2022_091_09",2022,2022-08-03,"09","Great Diamond Island","Outer","sand/gravel",2022-08-03 15:25:00,"partly cloudy",17.54,NA,33.68,"present","medium",NA
"2022_091_03",2022,2022-08-03,"03","Audubon","Inner","sand",2022-08-03 16:06:00,"partly cloudy",21.43,NA,26,"absent","medium","caught alewife, on dry ice"
"2022_092_02",2022,2022-08-04,"02","Skitterygusset","Inner","mud",2022-08-04 12:00:00,"sunny",21.74,NA,24.29,"absent","absent","tide moving too fast, no fish, had to walk in seine net"
"2022_092_01",2022,2022-08-04,"01","Presumpscot Moorings","Inner","mud",2022-08-04 12:42:00,"sunny",20.9,NA,28.24,"absent","low","not normal site, set on the point"
"2022_093_04",2022,2022-08-08,"04","Mussel Cove","Mid","mud",2022-08-08 13:50:00,"partly cloudy",20.78,NA,33.84,NA,"low","little silversides escaping from net as pulling in"
"2022_093_03",2022,2022-08-08,"03","Audubon","Inner","sand",2022-08-08 14:32:00,"sunny",19.76,NA,31.77,"absent","low",NA
"2022_093_02",2022,2022-08-08,"02","Skitterygusset","Inner","mud",2022-08-08 15:08:00,"partly cloudy",21.15,NA,29.69,"absent","absent",NA
"2022_093_01",2022,2022-08-08,"01","Presumpscot Moorings","Inner","mud",2022-08-08 15:48:00,"partly cloudy",20.82,NA,29.99,"absent","absent","done at edge of river bank"
"2022_094_08",2022,2022-08-10,"08","Back Cove","Mid","mud",2022-08-10 13:33:00,"overcast",19.17,NA,32.74,"absent","absent",NA
"2022_094_07",2022,2022-08-10,"07","Mackworth Island - Beach","Mid","sand",2022-08-10 14:19:00,"overcast",20.64,NA,33.55,"absent","low","a little to the right of the regular site"
"2022_094_06",2022,2022-08-10,"06","Mackworth Island - North","Mid","sand/gravel",2022-08-10 14:54:00,"overcast",20.67,NA,33.83,"present","medium","large horseshoe crab present"
"2022_094_09",2022,2022-08-10,"09","Great Diamond Island","Outer","sand/gravel",2022-08-10 15:38:00,"overcast",18.65,NA,33.62,"present","low",NA
"2022_095_12",2022,2022-08-15,"12","Alewife Cove","Outer","sand/gravel",2022-08-15 13:45:00,"mostly sunny",17.07,NA,34,"absent","low","many silversides escaping net"
"2022_095_11",2022,2022-08-15,"11","Cushing Island","Outer","sand",2022-08-15 14:46:00,"mostly sunny",17.99,NA,33.66,"present","medium",NA
"2022_095_10",2022,2022-08-15,"10","SMCC","Outer","sand/gravel",2022-08-15 15:27:00,"mostly sunny",18.3,NA,33.28,"present","low","dogs at beach, lots of seaweed"
"2022_095_05",2022,2022-08-15,"05","The Brothers - North","Mid","gravel",2022-08-15 16:15:00,"mostly sunny",18.76,NA,33.97,NA,NA,NA
