"Date","Time (GMT)","Water Temp (°F)","Conductivity (mS/cm)"
"2023/06/15","21:12","59.5","-"
"2023/06/15","21:18","59.4","-"
"2023/06/15","21:24","59.5","-"
"2023/06/15","21:30","59","-"
"2023/06/15","21:36","58.8","-"
"2023/06/15","21:42","58.6","-"
"2023/06/15","21:48","58.1","-"
"2023/06/15","21:54","57.7","-"
"2023/06/15","22:00","57.6","-"
"2023/06/15","22:06","57.4","-"
"2023/06/15","22:12","57.4","-"
"2023/06/15","22:18","57","-"
"2023/06/15","22:24","57.2","-"
"2023/06/15","22:30","57.2","-"
"2023/06/15","22:36","57.4","-"
"2023/06/15","22:42","57.4","-"
"2023/06/15","22:48","57","-"
"2023/06/15","22:54","56.8","-"
"2023/06/15","23:00","56.7","-"
"2023/06/15","23:06","56.3","-"
"2023/06/15","23:12","56.3","-"
"2023/06/15","23:18","56.7","-"
"2023/06/15","23:24","56.7","-"
"2023/06/15","23:30","56.5","-"
"2023/06/15","23:36","56.5","-"
"2023/06/15","23:42","56.5","-"
"2023/06/15","23:48","56.7","-"
"2023/06/15","23:54","56.8","-"
"2023/06/16","00:00","57","-"
"2023/06/16","00:06","57","-"
"2023/06/16","00:12","57","-"
"2023/06/16","00:18","56.8","-"
"2023/06/16","00:24","56.8","-"
"2023/06/16","00:30","56.8","-"
"2023/06/16","00:36","56.8","-"
"2023/06/16","00:42","56.8","-"
"2023/06/16","00:48","56.7","-"
"2023/06/16","00:54","56.7","-"
"2023/06/16","01:00","56.5","-"
"2023/06/16","01:06","56.5","-"
"2023/06/16","01:12","56.5","-"
"2023/06/16","01:18","56.5","-"
"2023/06/16","01:24","56.5","-"
"2023/06/16","01:30","56.3","-"
"2023/06/16","01:36","56.3","-"
"2023/06/16","01:42","56.3","-"
"2023/06/16","01:48","56.1","-"
"2023/06/16","01:54","56.1","-"
"2023/06/16","02:00","56.1","-"
"2023/06/16","02:06","56.1","-"
"2023/06/16","02:12","56.1","-"
"2023/06/16","02:18","55.9","-"
"2023/06/16","02:24","55.8","-"
"2023/06/16","02:30","55.9","-"
"2023/06/16","02:36","55.9","-"
"2023/06/16","02:42","55.8","-"
"2023/06/16","02:48","55.8","-"
"2023/06/16","02:54","55.8","-"
"2023/06/16","03:00","55.8","-"
"2023/06/16","03:06","55.9","-"
"2023/06/16","03:12","56.1","-"
"2023/06/16","03:18","56.1","-"
"2023/06/16","03:24","55.9","-"
"2023/06/16","03:30","55.9","-"
"2023/06/16","03:36","55.8","-"
"2023/06/16","03:42","55.8","-"
"2023/06/16","03:48","55.8","-"
"2023/06/16","03:54","55.8","-"
"2023/06/16","04:00","55.8","-"
"2023/06/16","04:06","55.8","-"
"2023/06/16","04:12","55.9","-"
"2023/06/16","04:18","55.9","-"
"2023/06/16","04:24","56.1","-"
"2023/06/16","04:30","56.3","-"
"2023/06/16","04:36","56.3","-"
"2023/06/16","04:42","56.3","-"
"2023/06/16","04:48","56.3","-"
"2023/06/16","04:54","56.3","-"
"2023/06/16","05:00","56.3","-"
"2023/06/16","05:06","56.3","-"
"2023/06/16","05:12","56.3","-"
"2023/06/16","05:18","56.3","-"
"2023/06/16","05:24","56.5","-"
"2023/06/16","05:30","56.8","-"
"2023/06/16","05:36","56.8","-"
"2023/06/16","05:42","56.8","-"
"2023/06/16","05:48","57","-"
"2023/06/16","05:54","57.2","-"
"2023/06/16","06:00","57.4","-"
"2023/06/16","06:06","57.4","-"
"2023/06/16","06:12","57.4","-"
"2023/06/16","06:18","57.6","-"
"2023/06/16","06:24","57.6","-"
"2023/06/16","06:30","57.6","-"
"2023/06/16","06:36","57.7","-"
"2023/06/16","06:42","57.7","-"
"2023/06/16","06:48","57.7","-"
"2023/06/16","06:54","57.7","-"
"2023/06/16","07:00","57.7","-"
"2023/06/16","07:06","57.9","-"
"2023/06/16","07:12","57.9","-"
"2023/06/16","07:18","57.9","-"
"2023/06/16","07:24","57.9","-"
"2023/06/16","07:30","57.9","-"
"2023/06/16","07:36","57.9","-"
"2023/06/16","07:42","57.9","-"
"2023/06/16","07:48","57.9","-"
"2023/06/16","07:54","57.9","-"
"2023/06/16","08:00","57.9","-"
"2023/06/16","08:06","57.9","-"
"2023/06/16","08:12","57.9","-"
"2023/06/16","08:18","57.9","-"
"2023/06/16","08:24","57.9","-"
"2023/06/16","08:30","57.9","-"
"2023/06/16","08:36","57.9","-"
"2023/06/16","08:42","57.9","-"
"2023/06/16","08:48","57.9","-"
"2023/06/16","08:54","57.9","-"
"2023/06/16","09:00","58.1","-"
"2023/06/16","09:06","58.1","-"
"2023/06/16","09:12","58.1","-"
"2023/06/16","09:18","58.1","-"
"2023/06/16","09:24","58.1","-"
"2023/06/16","09:30","58.1","-"
"2023/06/16","09:36","58.1","-"
"2023/06/16","09:42","58.1","-"
"2023/06/16","09:48","58.1","-"
"2023/06/16","09:54","58.1","-"
"2023/06/16","10:00","58.1","-"
"2023/06/16","10:06","58.1","-"
"2023/06/16","10:12","58.1","-"
"2023/06/16","10:18","58.1","-"
"2023/06/16","10:24","58.1","-"
"2023/06/16","10:30","58.1","-"
"2023/06/16","10:36","58.1","-"
"2023/06/16","10:42","58.1","-"
"2023/06/16","10:48","57.9","-"
"2023/06/16","10:54","57.6","-"
"2023/06/16","11:00","57.2","-"
"2023/06/16","11:06","57.2","-"
"2023/06/16","11:12","57","-"
"2023/06/16","11:18","56.8","-"
"2023/06/16","11:24","56.8","-"
"2023/06/16","11:30","57","-"
"2023/06/16","11:36","57","-"
"2023/06/16","11:42","57","-"
"2023/06/16","11:48","56.8","-"
"2023/06/16","11:54","56.8","-"
"2023/06/16","12:00","56.8","-"
"2023/06/16","12:06","56.8","-"
"2023/06/16","12:12","56.8","-"
"2023/06/16","12:18","56.8","-"
"2023/06/16","12:24","57","-"
"2023/06/16","12:30","57","-"
"2023/06/16","12:36","57","-"
"2023/06/16","12:42","57","-"
"2023/06/16","12:48","57","-"
"2023/06/16","12:54","57","-"
"2023/06/16","13:00","57","-"
"2023/06/16","13:06","57","-"
"2023/06/16","13:12","57","-"
"2023/06/16","13:18","56.8","-"
"2023/06/16","13:24","56.8","-"
"2023/06/16","13:30","56.8","-"
"2023/06/16","13:36","56.8","-"
"2023/06/16","13:42","56.7","-"
"2023/06/16","13:48","56.8","-"
"2023/06/16","13:54","56.8","-"
"2023/06/16","14:00","56.7","-"
"2023/06/16","14:06","56.7","-"
"2023/06/16","14:12","56.7","-"
"2023/06/16","14:18","56.7","-"
"2023/06/16","14:24","56.7","-"
"2023/06/16","14:30","56.7","-"
"2023/06/16","14:36","56.5","-"
"2023/06/16","14:42","56.5","-"
"2023/06/16","14:48","56.5","-"
"2023/06/16","14:54","56.7","-"
"2023/06/16","15:00","56.8","-"
"2023/06/16","15:06","56.8","-"
"2023/06/16","15:12","56.8","-"
"2023/06/16","15:18","57","-"
"2023/06/16","15:24","57","-"
"2023/06/16","15:30","57","-"
"2023/06/16","15:36","57","-"
"2023/06/16","15:42","57","-"
"2023/06/16","15:48","57","-"
"2023/06/16","15:54","57","-"
"2023/06/16","16:00","57","-"
"2023/06/16","16:06","57","-"
"2023/06/16","16:12","56.8","-"
"2023/06/16","16:18","57","-"
"2023/06/16","16:24","57","-"
"2023/06/16","16:30","57","-"
"2023/06/16","16:36","56.7","-"
"2023/06/16","16:42","56.8","-"
"2023/06/16","16:48","56.8","-"
"2023/06/16","16:54","56.8","-"
"2023/06/16","17:00","57","-"
"2023/06/16","17:06","57.7","-"
"2023/06/16","17:12","57.7","-"
"2023/06/16","17:18","57.2","-"
"2023/06/16","17:24","57.4","-"
"2023/06/16","17:30","57.4","-"
"2023/06/16","17:36","57.2","-"
"2023/06/16","17:42","57.2","-"
"2023/06/16","17:48","57.2","-"
"2023/06/16","17:54","57.4","-"
"2023/06/16","18:00","57.4","-"
"2023/06/16","18:06","57.4","-"
"2023/06/16","18:12","57.4","-"
"2023/06/16","18:18","57.7","-"
"2023/06/16","18:24","57.7","-"
"2023/06/16","18:30","57.6","-"
"2023/06/16","18:36","57.6","-"
"2023/06/16","18:42","57.6","-"
"2023/06/16","18:48","58.1","-"
"2023/06/16","18:54","58.6","-"
"2023/06/16","19:00","59.5","-"
"2023/06/16","19:06","59.4","-"
"2023/06/16","19:12","59.9","-"
"2023/06/16","19:18","60.3","-"
"2023/06/16","19:24","60.3","-"
"2023/06/16","19:30","60.1","-"
"2023/06/16","19:36","60.3","-"
"2023/06/16","19:42","60.6","-"
"2023/06/16","19:48","60.1","-"
"2023/06/16","19:54","60.4","-"
"2023/06/16","20:00","60.6","-"
"2023/06/16","20:06","60.4","-"
"2023/06/16","20:12","60.3","-"
"2023/06/16","20:18","60.4","-"
"2023/06/16","20:24","60.6","-"
"2023/06/16","20:30","60.6","-"
"2023/06/16","20:36","60.3","-"
"2023/06/16","20:42","60.4","-"
"2023/06/16","20:48","60.1","-"
"2023/06/16","20:54","59.9","-"
"2023/06/16","21:00","59.9","-"
"2023/06/16","21:06","60.3","-"
"2023/06/16","21:12","60.4","-"
"2023/06/16","21:18","60.3","-"
"2023/06/16","21:24","60.1","-"
"2023/06/16","21:30","60.3","-"
"2023/06/16","21:36","60.3","-"
"2023/06/16","21:42","60.3","-"
"2023/06/16","21:48","60.1","-"
"2023/06/16","21:54","60.3","-"
"2023/06/16","22:00","60.3","-"
"2023/06/16","22:06","60.3","-"
"2023/06/16","22:12","60.1","-"
"2023/06/16","22:18","60.1","-"
"2023/06/16","22:24","60.1","-"
"2023/06/16","22:30","59.9","-"
"2023/06/16","22:36","59.9","-"
"2023/06/16","22:42","59.9","-"
"2023/06/16","22:48","59.7","-"
"2023/06/16","22:54","59.5","-"
"2023/06/16","23:00","59.2","-"
"2023/06/16","23:06","59","-"
"2023/06/16","23:12","58.6","-"
"2023/06/16","23:18","58.6","-"
"2023/06/16","23:24","58.8","-"
"2023/06/16","23:30","58.6","-"
"2023/06/16","23:36","58.3","-"
"2023/06/16","23:42","57.9","-"
"2023/06/16","23:48","57.7","-"
"2023/06/16","23:54","57.7","-"
"2023/06/17","00:00","58.1","-"
"2023/06/17","00:06","58.1","-"
"2023/06/17","00:12","57.7","-"
"2023/06/17","00:18","57.6","-"
"2023/06/17","00:24","57.4","-"
"2023/06/17","00:30","57.4","-"
"2023/06/17","00:36","57.6","-"
"2023/06/17","00:42","57.6","-"
"2023/06/17","00:48","57.6","-"
"2023/06/17","00:54","57.6","-"
"2023/06/17","01:00","57.6","-"
"2023/06/17","01:06","57.6","-"
"2023/06/17","01:12","57.4","-"
"2023/06/17","01:18","57.4","-"
"2023/06/17","01:24","57.2","-"
"2023/06/17","01:30","57.2","-"
"2023/06/17","01:36","57.2","-"
"2023/06/17","01:42","57.2","-"
"2023/06/17","01:48","57","-"
"2023/06/17","01:54","57","-"
"2023/06/17","02:00","57","-"
"2023/06/17","02:06","56.8","-"
"2023/06/17","02:12","56.7","-"
"2023/06/17","02:18","56.7","-"
"2023/06/17","02:24","56.5","-"
"2023/06/17","02:30","56.5","-"
"2023/06/17","02:36","56.5","-"
"2023/06/17","02:42","56.7","-"
"2023/06/17","02:48","56.7","-"
"2023/06/17","02:54","56.7","-"
"2023/06/17","03:00","56.7","-"
"2023/06/17","03:06","56.7","-"
"2023/06/17","03:12","56.5","-"
"2023/06/17","03:18","56.7","-"
"2023/06/17","03:24","56.5","-"
"2023/06/17","03:30","56.5","-"
"2023/06/17","03:36","56.5","-"
"2023/06/17","03:42","56.5","-"
"2023/06/17","03:48","56.5","-"
"2023/06/17","03:54","56.5","-"
"2023/06/17","04:00","56.5","-"
"2023/06/17","04:06","56.5","-"
"2023/06/17","04:12","56.5","-"
"2023/06/17","04:18","56.5","-"
"2023/06/17","04:24","56.3","-"
"2023/06/17","04:30","56.3","-"
"2023/06/17","04:36","56.3","-"
"2023/06/17","04:42","56.3","-"
"2023/06/17","04:48","56.3","-"
"2023/06/17","04:54","56.5","-"
"2023/06/17","05:00","56.5","-"
"2023/06/17","05:06","56.7","-"
"2023/06/17","05:12","56.7","-"
"2023/06/17","05:18","56.8","-"
"2023/06/17","05:24","57","-"
"2023/06/17","05:30","57.2","-"
"2023/06/17","05:36","57.4","-"
"2023/06/17","05:42","57.2","-"
"2023/06/17","05:48","57.2","-"
"2023/06/17","05:54","57","-"
"2023/06/17","06:00","57","-"
"2023/06/17","06:06","57.2","-"
"2023/06/17","06:12","57.4","-"
"2023/06/17","06:18","57.7","-"
"2023/06/17","06:24","57.7","-"
"2023/06/17","06:30","57.7","-"
"2023/06/17","06:36","57.9","-"
"2023/06/17","06:42","57.7","-"
"2023/06/17","06:48","57.7","-"
"2023/06/17","06:54","57.9","-"
"2023/06/17","07:00","58.1","-"
"2023/06/17","07:06","58.3","-"
"2023/06/17","07:12","58.5","-"
"2023/06/17","07:18","58.6","-"
"2023/06/17","07:24","58.6","-"
"2023/06/17","07:30","58.6","-"
"2023/06/17","07:36","58.6","-"
"2023/06/17","07:42","58.6","-"
"2023/06/17","07:48","58.6","-"
"2023/06/17","07:54","58.8","-"
"2023/06/17","08:00","59","-"
"2023/06/17","08:06","59","-"
"2023/06/17","08:12","59","-"
"2023/06/17","08:18","59","-"
"2023/06/17","08:24","59","-"
"2023/06/17","08:30","59","-"
"2023/06/17","08:36","59","-"
"2023/06/17","08:42","59","-"
"2023/06/17","08:48","59","-"
"2023/06/17","08:54","58.8","-"
"2023/06/17","09:00","58.8","-"
"2023/06/17","09:06","58.8","-"
"2023/06/17","09:12","58.8","-"
"2023/06/17","09:18","59","-"
"2023/06/17","09:24","59.2","-"
"2023/06/17","09:30","59.4","-"
"2023/06/17","09:36","59.5","-"
"2023/06/17","09:42","59.5","-"
"2023/06/17","09:48","59.7","-"
"2023/06/17","09:54","59.7","-"
"2023/06/17","10:00","59.7","-"
"2023/06/17","10:06","59.7","-"
"2023/06/17","10:12","59.7","-"
"2023/06/17","10:18","59.7","-"
"2023/06/17","10:24","59.7","-"
"2023/06/17","10:30","59.7","-"
"2023/06/17","10:36","59.9","-"
"2023/06/17","10:42","59.9","-"
"2023/06/17","10:48","59.9","-"
"2023/06/17","10:54","59.9","-"
"2023/06/17","11:00","59.9","-"
"2023/06/17","11:06","59.9","-"
"2023/06/17","11:12","59.9","-"
"2023/06/17","11:18","59.7","-"
"2023/06/17","11:24","59.7","-"
"2023/06/17","11:30","59.7","-"
"2023/06/17","11:36","59.5","-"
"2023/06/17","11:42","59.5","-"
"2023/06/17","11:48","59.5","-"
"2023/06/17","11:54","59.5","-"
"2023/06/17","12:00","59.5","-"
"2023/06/17","12:06","59.5","-"
"2023/06/17","12:12","59.5","-"
"2023/06/17","12:18","59.4","-"
"2023/06/17","12:24","59.4","-"
"2023/06/17","12:30","59","-"
"2023/06/17","12:36","59.2","-"
"2023/06/17","12:42","58.5","-"
"2023/06/17","12:48","57.9","-"
"2023/06/17","12:54","57.7","-"
"2023/06/17","13:00","57.6","-"
"2023/06/17","13:06","57.7","-"
"2023/06/17","13:12","57.6","-"
"2023/06/17","13:18","57.7","-"
"2023/06/17","13:24","57.7","-"
"2023/06/17","13:30","57.7","-"
"2023/06/17","13:36","57.7","-"
"2023/06/17","13:42","57.7","-"
"2023/06/17","13:48","57.6","-"
"2023/06/17","13:54","57.6","-"
"2023/06/17","14:00","57.4","-"
"2023/06/17","14:06","57.2","-"
"2023/06/17","14:12","57.2","-"
"2023/06/17","14:18","57.4","-"
"2023/06/17","14:24","57.4","-"
"2023/06/17","14:30","57.6","-"
"2023/06/17","14:36","57.6","-"
"2023/06/17","14:42","57.6","-"
"2023/06/17","14:48","57.6","-"
"2023/06/17","14:54","57.7","-"
"2023/06/17","15:00","57.7","-"
"2023/06/17","15:06","57.7","-"
"2023/06/17","15:12","57.7","-"
"2023/06/17","15:18","57.6","-"
"2023/06/17","15:24","57.4","-"
"2023/06/17","15:30","57.2","-"
"2023/06/17","15:36","57.2","-"
"2023/06/17","15:42","57.2","-"
"2023/06/17","15:48","57.2","-"
"2023/06/17","15:54","57","-"
"2023/06/17","16:00","57","-"
"2023/06/17","16:06","57","-"
"2023/06/17","16:12","57","-"
"2023/06/17","16:18","57.2","-"
"2023/06/17","16:24","57.2","-"
"2023/06/17","16:30","57.2","-"
"2023/06/17","16:36","57.2","-"
"2023/06/17","16:42","57.2","-"
"2023/06/17","16:48","57.2","-"
"2023/06/17","16:54","57.2","-"
"2023/06/17","17:00","57.4","-"
"2023/06/17","17:06","57.4","-"
"2023/06/17","17:12","57.4","-"
"2023/06/17","17:18","57.4","-"
"2023/06/17","17:24","57.4","-"
"2023/06/17","17:30","57.4","-"
"2023/06/17","17:36","57.4","-"
"2023/06/17","17:42","57.4","-"
"2023/06/17","17:48","57.4","-"
"2023/06/17","17:54","57.4","-"
"2023/06/17","18:00","57.4","-"
"2023/06/17","18:06","57.4","-"
"2023/06/17","18:12","57.6","-"
"2023/06/17","18:18","57.6","-"
"2023/06/17","18:24","57.6","-"
"2023/06/17","18:30","57.6","-"
"2023/06/17","18:36","57.7","-"
"2023/06/17","18:42","57.7","-"
"2023/06/17","18:48","57.7","-"
"2023/06/17","18:54","57.7","-"
"2023/06/17","19:00","58.1","-"
"2023/06/17","19:06","58.3","-"
"2023/06/17","19:12","58.3","-"
"2023/06/17","19:18","58.5","-"
"2023/06/17","19:24","58.5","-"
"2023/06/17","19:30","58.6","-"
"2023/06/17","19:36","58.6","-"
"2023/06/17","19:42","58.6","-"
"2023/06/17","19:48","58.6","-"
"2023/06/17","19:54","58.6","-"
"2023/06/17","20:00","58.6","-"
"2023/06/17","20:06","58.6","-"
"2023/06/17","20:12","58.6","-"
"2023/06/17","20:18","58.6","-"
"2023/06/17","20:24","58.8","-"
"2023/06/17","20:30","58.8","-"
"2023/06/17","20:36","58.8","-"
"2023/06/17","20:42","59","-"
"2023/06/17","20:48","58.8","-"
"2023/06/17","20:54","59","-"
"2023/06/17","21:00","59","-"
"2023/06/17","21:06","59","-"
"2023/06/17","21:12","59","-"
"2023/06/17","21:18","59","-"
"2023/06/17","21:24","59","-"
"2023/06/17","21:30","59","-"
"2023/06/17","21:36","59","-"
"2023/06/17","21:42","59.2","-"
"2023/06/17","21:48","59.2","-"
"2023/06/17","21:54","59.2","-"
"2023/06/17","22:00","59.2","-"
"2023/06/17","22:06","59.2","-"
"2023/06/17","22:12","59.2","-"
"2023/06/17","22:18","59","-"
"2023/06/17","22:24","59","-"
"2023/06/17","22:30","59","-"
"2023/06/17","22:36","59","-"
"2023/06/17","22:42","59","-"
"2023/06/17","22:48","59","-"
"2023/06/17","22:54","59","-"
"2023/06/17","23:00","59","-"
"2023/06/17","23:06","59","-"
"2023/06/17","23:12","59","-"
"2023/06/17","23:18","59","-"
"2023/06/17","23:24","59","-"
"2023/06/17","23:30","59","-"
"2023/06/17","23:36","59","-"
"2023/06/17","23:42","58.8","-"
"2023/06/17","23:48","59","-"
"2023/06/17","23:54","58.8","-"
"2023/06/18","00:00","58.8","-"
"2023/06/18","00:06","58.8","-"
"2023/06/18","00:12","58.8","-"
"2023/06/18","00:18","58.6","-"
"2023/06/18","00:24","58.5","-"
"2023/06/18","00:30","58.3","-"
"2023/06/18","00:36","58.1","-"
"2023/06/18","00:42","57.9","-"
"2023/06/18","00:48","57.7","-"
"2023/06/18","00:54","57.7","-"
"2023/06/18","01:00","57.7","-"
"2023/06/18","01:06","57.7","-"
"2023/06/18","01:12","57.7","-"
"2023/06/18","01:18","57.9","-"
"2023/06/18","01:24","57.9","-"
"2023/06/18","01:30","57.9","-"
"2023/06/18","01:36","57.9","-"
"2023/06/18","01:42","57.9","-"
"2023/06/18","01:48","58.1","-"
"2023/06/18","01:54","58.1","-"
"2023/06/18","02:00","58.1","-"
"2023/06/18","02:06","57.9","-"
"2023/06/18","02:12","57.9","-"
"2023/06/18","02:18","57.9","-"
"2023/06/18","02:24","57.9","-"
"2023/06/18","02:30","58.1","-"
"2023/06/18","02:36","58.1","-"
"2023/06/18","02:42","58.1","-"
"2023/06/18","02:48","57.9","-"
"2023/06/18","02:54","57.9","-"
"2023/06/18","03:00","57.9","-"
"2023/06/18","03:06","57.9","-"
"2023/06/18","03:12","57.9","-"
"2023/06/18","03:18","57.7","-"
"2023/06/18","03:24","57.7","-"
"2023/06/18","03:30","57.7","-"
"2023/06/18","03:36","57.7","-"
"2023/06/18","03:42","57.7","-"
"2023/06/18","03:48","57.7","-"
"2023/06/18","03:54","57.7","-"
"2023/06/18","04:00","57.7","-"
"2023/06/18","04:06","57.7","-"
"2023/06/18","04:12","57.7","-"
"2023/06/18","04:18","57.7","-"
"2023/06/18","04:24","57.7","-"
"2023/06/18","04:30","57.7","-"
"2023/06/18","04:36","57.9","-"
"2023/06/18","04:42","57.9","-"
"2023/06/18","04:48","57.9","-"
"2023/06/18","04:54","57.9","-"
"2023/06/18","05:00","57.9","-"
"2023/06/18","05:06","57.9","-"
"2023/06/18","05:12","57.9","-"
"2023/06/18","05:18","57.9","-"
"2023/06/18","05:24","57.9","-"
"2023/06/18","05:30","57.9","-"
"2023/06/18","05:36","57.9","-"
"2023/06/18","05:42","57.9","-"
"2023/06/18","05:48","57.9","-"
"2023/06/18","05:54","57.9","-"
"2023/06/18","06:00","57.9","-"
"2023/06/18","06:06","58.1","-"
"2023/06/18","06:12","58.1","-"
"2023/06/18","06:18","58.1","-"
"2023/06/18","06:24","58.1","-"
"2023/06/18","06:30","58.1","-"
"2023/06/18","06:36","58.1","-"
"2023/06/18","06:42","58.1","-"
"2023/06/18","06:48","58.1","-"
"2023/06/18","06:54","58.1","-"
"2023/06/18","07:00","58.1","-"
"2023/06/18","07:06","58.1","-"
"2023/06/18","07:12","58.1","-"
"2023/06/18","07:18","58.3","-"
"2023/06/18","07:24","58.3","-"
"2023/06/18","07:30","58.3","-"
"2023/06/18","07:36","58.3","-"
"2023/06/18","07:42","58.3","-"
"2023/06/18","07:48","58.3","-"
"2023/06/18","07:54","58.3","-"
"2023/06/18","08:00","58.5","-"
"2023/06/18","08:06","58.5","-"
"2023/06/18","08:12","58.5","-"
"2023/06/18","08:18","58.5","-"
"2023/06/18","08:24","58.5","-"
"2023/06/18","08:30","58.5","-"
"2023/06/18","08:36","58.5","-"
"2023/06/18","08:42","58.5","-"
"2023/06/18","08:48","58.5","-"
"2023/06/18","08:54","58.5","-"
"2023/06/18","09:00","58.5","-"
"2023/06/18","09:06","58.5","-"
"2023/06/18","09:12","58.6","-"
"2023/06/18","09:18","58.5","-"
"2023/06/18","09:24","58.5","-"
"2023/06/18","09:30","58.5","-"
"2023/06/18","09:36","58.5","-"
"2023/06/18","09:42","58.5","-"
"2023/06/18","09:48","58.5","-"
"2023/06/18","09:54","58.5","-"
"2023/06/18","10:00","58.5","-"
"2023/06/18","10:06","58.5","-"
"2023/06/18","10:12","58.5","-"
"2023/06/18","10:18","58.5","-"
"2023/06/18","10:24","58.5","-"
"2023/06/18","10:30","58.5","-"
"2023/06/18","10:36","58.5","-"
"2023/06/18","10:42","58.6","-"
"2023/06/18","10:48","58.6","-"
"2023/06/18","10:54","58.5","-"
"2023/06/18","11:00","58.5","-"
"2023/06/18","11:06","58.5","-"
"2023/06/18","11:12","58.5","-"
"2023/06/18","11:18","58.5","-"
"2023/06/18","11:24","58.6","-"
"2023/06/18","11:30","58.6","-"
"2023/06/18","11:36","58.6","-"
"2023/06/18","11:42","58.6","-"
"2023/06/18","11:48","58.6","-"
"2023/06/18","11:54","58.6","-"
"2023/06/18","12:00","58.6","-"
"2023/06/18","12:06","58.6","-"
"2023/06/18","12:12","58.6","-"
"2023/06/18","12:18","58.6","-"
"2023/06/18","12:24","58.5","-"
"2023/06/18","12:30","58.5","-"
"2023/06/18","12:36","58.5","-"
"2023/06/18","12:42","58.5","-"
"2023/06/18","12:48","58.5","-"
"2023/06/18","12:54","58.5","-"
"2023/06/18","13:00","58.5","-"
"2023/06/18","13:06","58.5","-"
"2023/06/18","13:12","58.5","-"
"2023/06/18","13:18","58.1","-"
"2023/06/18","13:24","58.1","-"
"2023/06/18","13:30","57.9","-"
"2023/06/18","13:36","57.9","-"
"2023/06/18","13:42","57.9","-"
"2023/06/18","13:48","57.9","-"
"2023/06/18","13:54","58.1","-"
"2023/06/18","14:00","58.1","-"
"2023/06/18","14:06","58.1","-"
"2023/06/18","14:12","58.1","-"
"2023/06/18","14:18","58.1","-"
"2023/06/18","14:24","58.1","-"
"2023/06/18","14:30","58.1","-"
"2023/06/18","14:36","58.1","-"
"2023/06/18","14:42","58.1","-"
"2023/06/18","14:48","58.1","-"
"2023/06/18","14:54","58.1","-"
"2023/06/18","15:00","58.1","-"
"2023/06/18","15:06","58.1","-"
"2023/06/18","15:12","58.1","-"
"2023/06/18","15:18","58.1","-"
"2023/06/18","15:24","58.1","-"
"2023/06/18","15:30","58.1","-"
"2023/06/18","15:36","58.1","-"
"2023/06/18","15:42","58.1","-"
"2023/06/18","15:48","58.1","-"
"2023/06/18","15:54","58.1","-"
"2023/06/18","16:00","58.1","-"
"2023/06/18","16:06","58.1","-"
"2023/06/18","16:12","58.1","-"
"2023/06/18","16:18","58.1","-"
"2023/06/18","16:24","58.1","-"
"2023/06/18","16:30","58.1","-"
"2023/06/18","16:36","58.1","-"
"2023/06/18","16:42","58.1","-"
"2023/06/18","16:48","58.1","-"
"2023/06/18","16:54","58.1","-"
"2023/06/18","17:00","58.1","-"
"2023/06/18","17:06","58.1","-"
"2023/06/18","17:12","58.1","-"
"2023/06/18","17:18","58.1","-"
"2023/06/18","17:24","58.1","-"
"2023/06/18","17:30","58.1","-"
"2023/06/18","17:36","58.1","-"
"2023/06/18","17:42","58.1","-"
"2023/06/18","17:48","58.1","-"
"2023/06/18","17:54","58.1","-"
"2023/06/18","18:00","58.1","-"
"2023/06/18","18:06","58.1","-"
"2023/06/18","18:12","58.1","-"
"2023/06/18","18:18","57.9","-"
"2023/06/18","18:24","57.9","-"
"2023/06/18","18:30","58.1","-"
"2023/06/18","18:36","58.1","-"
"2023/06/18","18:42","58.1","-"
"2023/06/18","18:48","58.1","-"
"2023/06/18","18:54","57.9","-"
"2023/06/18","19:00","57.9","-"
"2023/06/18","19:06","57.9","-"
"2023/06/18","19:12","57.9","-"
"2023/06/18","19:18","58.1","-"
"2023/06/18","19:24","58.1","-"
"2023/06/18","19:30","58.1","-"
"2023/06/18","19:36","58.1","-"
"2023/06/18","19:42","58.3","-"
"2023/06/18","19:48","58.3","-"
"2023/06/18","19:54","58.5","-"
"2023/06/18","20:00","58.5","-"
"2023/06/18","20:06","58.3","-"
"2023/06/18","20:12","58.5","-"
"2023/06/18","20:18","58.6","-"
"2023/06/18","20:24","58.8","-"
"2023/06/18","20:30","58.8","-"
"2023/06/18","20:36","59","-"
"2023/06/18","20:42","59","-"
"2023/06/18","20:48","59","-"
"2023/06/18","20:54","59","-"
"2023/06/18","21:00","59.2","-"
"2023/06/18","21:06","59.2","-"
"2023/06/18","21:12","59.4","-"
"2023/06/18","21:18","59.4","-"
"2023/06/18","21:24","59.5","-"
"2023/06/18","21:30","59.5","-"
"2023/06/18","21:36","59.5","-"
"2023/06/18","21:42","59.5","-"
"2023/06/18","21:48","59.4","-"
"2023/06/18","21:54","59.4","-"
"2023/06/18","22:00","59.4","-"
"2023/06/18","22:06","59.4","-"
"2023/06/18","22:12","59.4","-"
"2023/06/18","22:18","59.4","-"
"2023/06/18","22:24","59.4","-"
"2023/06/18","22:30","59.4","-"
"2023/06/18","22:36","59.5","-"
"2023/06/18","22:42","59.5","-"
"2023/06/18","22:48","59.5","-"
"2023/06/18","22:54","59.5","-"
"2023/06/18","23:00","59.5","-"
"2023/06/18","23:06","59.5","-"
"2023/06/18","23:12","59.5","-"
"2023/06/18","23:18","59.5","-"
"2023/06/18","23:24","59.5","-"
