loc_id,year,date,site_id,site_name,bay_location,substrate,set_time_local,weather,temp_degc,do_mg/l,salinity_ppt,hermit_crabs,shrimp,notes
2021_071_11,2021,7/13/2021,11,Cushing Island,Outer,NA,10:42,overcast,17.2,12,26.84,present,low,NA
2021_071_09,2021,7/13/2021,9,Great Diamond Island,Outer,NA,11:16,overcast,17.8,13.3,26.24,absent,low,NA
2021_071_06,2021,7/13/2021,6,Mackworth Island - North,Mid,NA,11:45,overcast,18.4,10.2,26.62,present,low,NA
2021_071_05,2021,7/13/2021,5,The Brothers - North,Mid,NA,12:25,overcast,18,10.3,28.46,absent,absent,NA
2021_071_04,2021,7/13/2021,4,Mussel Cove,Mid,NA,13:03,overcast,17.8,9.9,26.66,absent,absent,NA
2021_072_10,2021,7/23/2021,10,SMCC,Outer,NA,09:20,sunny,18.3,13.2,25.22,absent,absent,NA
2021_072_08,2021,7/23/2021,8,Back Cove,Mid,NA,10:09,sunny,19.4,13.9,23.46,absent,low,NA
2021_072_07,2021,7/23/2021,7,Mackworth Island - Beach,Mid,NA,10:39,sunny,19.8,15.1,26.45,absent,low,NA
2021_072_02,2021,7/23/2021,2,Skitterygusset,Inner,NA,11:22,sunny,21.4,14.5,11.68,absent,absent,NA
2021_072_01,2021,7/23/2021,1,Presumpscot Moorings,Inner,NA,12:04,sunny,24.9,15.4,9.15,absent,absent,NA
2021_072_03,2021,7/23/2021,3,Audubon,Inner,NA,12:42,sunny,22,15.5,11.68,absent,absent,NA
2021_073_12,2021,7/28/2021,12,Alewife Cove,Outer,NA,10:05,overcast,17,10.8,27.41,absent,low,NA
2021_073_11,2021,7/28/2021,11,Cushing Island,Outer,NA,10:32,overcast,18.5,11.8,28.39,absent,medium,NA
2021_073_09,2021,7/28/2021,9,Great Diamond Island,Outer,NA,11:12,overcast,18.3,8,28.17,present,low,NA
2021_073_05,2021,7/28/2021,5,The Brothers - North,Mid,NA,11:32,overcast,20.5,8.5,28.28,absent,low,NA
2021_073_06,2021,7/28/2021,6,Mackworth Island - North,Mid,NA,12:25,overcast,21.7,10.3,27.85,absent,absent,NA
2021_073_04,2021,7/28/2021,4,Mussel Cove,Mid,NA,12:42,overcast,23.4,7.2,27.88,absent,low,NA
2021_074_07,2021,8/6/2021,7,Mackworth Island - Beach,Mid,NA,09:37,sunny,18.3,7.3,26.92,absent,low,NA
2021_074_03,2021,8/6/2021,3,Audubon,Inner,NA,10:20,sunny,18.9,5.7,19.27,absent,low,NA
2021_074_01,2021,8/6/2021,1,Presumpscot Moorings,Inner,NA,11:00,sunny,21.3,7.5,7.83,absent,absent,NA
2021_074_02,2021,8/6/2021,2,Skitterygusset,Inner,NA,11:29,sunny,18.5,10.4,24.31,absent,absent,NA
2021_074_08,2021,8/6/2021,8,Back Cove,Mid,NA,12:10,sunny,18.3,9.1,27.3,absent,absent,NA
2021_074_10,2021,8/6/2021,10,SMCC,Outer,NA,12:56,sunny,17.9,12.3,27.62,absent,low,NA
2021_075_12,2021,8/11/2021,12,Alewife Cove,Outer,NA,10:37,sunny,18.4,25.4,28.53,absent,absent,NA
2021_075_11,2021,8/11/2021,11,Cushing Island,Outer,NA,11:11,sunny,19.3,17.3,28.14,present,low,NA
2021_075_09,2021,8/11/2021,9,Great Diamond Island,Outer,NA,11:43,sunny,20,16.1,27.63,absent,absent,NA
2021_075_06,2021,8/11/2021,6,Mackworth Island - North,Mid,NA,12:04,sunny,20,13,27.92,present,low,NA
2021_075_05,2021,8/11/2021,5,The Brothers - North,Mid,NA,12:24,sunny,20.2,12.3,27.23,present,low,NA
2021_075_04,2021,8/11/2021,4,Mussel Cove,Mid,NA,12:53,sunny,21,15.4,28.07,absent,low,NA
2021_076_02,2021,8/16/2021,2,Skitterygusset,Inner,NA,09:54,overcast,22.1,5.8,17.12,absent,high,NA
2021_076_10,2021,8/16/2021,10,SMCC,Outer,NA,11:34,overcast,21.8,11.6,27.6,absent,high,NA
2021_077_08,2021,8/20/2021,8,Back Cove,Mid,NA,09:45,overcast,19.7,7,27.36,absent,absent,NA
2021_077_07,2021,8/20/2021,7,Mackworth Island - Beach,Mid,NA,10:22,overcast,19.1,6.9,28.2,absent,low,NA
2021_077_03,2021,8/20/2021,3,Audubon,Inner,NA,11:12,overcast,21.2,6.5,19.5,absent,low,NA
2021_077_01,2021,8/20/2021,1,Presumpscot Moorings,Inner,NA,11:53,overcast,21.8,11.1,17.67,absent,absent,NA
2021_077_04,2021,8/20/2021,4,Mussel Cove,Mid,NA,12:39,overcast,22.1,0.9,27.78,present,low,NA
2021_077_05,2021,8/20/2021,5,The Brothers - North,Mid,NA,13:15,overcast,21.6,7.3,28.4,present,low,NA
2021_078_12,2021,8/24/2021,12,Alewife Cove,Outer,NA,09:33,sunny,18.2,9.2,28.35,absent,low,NA
2021_078_11,2021,8/24/2021,11,Cushing Island,Outer,NA,10:05,sunny,20.1,12.3,27.32,present,low,NA
2021_078_09,2021,8/24/2021,9,Great Diamond Island,Outer,NA,10:37,sunny,19.8,7.4,27.47,absent,absent,NA
2021_078_06,2021,8/24/2021,6,Mackworth Island - North,Mid,NA,11:00,sunny,20.5,14,28.5,absent,absent,NA
2022_079_11,2022,6/1/2022,11,Cushing Island,Outer,sand,09:30,overcast,12.06,NA,32.76,present,low,NA
2022_079_10,2022,6/1/2022,10,SMCC,Outer,sand/gravel,10:02,overcast,12.07,NA,32.83,present,low,NA
2022_079_05,2022,6/1/2022,5,The Brothers - North,Mid,gravel,10:37,partly cloudy,13.68,NA,32.99,absent,absent,NA
2022_079_06,2022,6/1/2022,6,Mackworth Island - North,Mid,sand/gravel,11:06,partly cloudy,13.85,NA,32.86,present,low,NA
2022_079_03,2022,6/1/2022,3,Audubon,Inner,sand,11:36,partly cloudy,14,NA,28.47,absent,absent,NA
2022_080_12,2022,6/14/2022,12,Alewife Cove,Outer,sand/gravel,09:53,sunny,13.9,NA,33.3,absent,absent,NA
2022_080_02,2022,6/14/2022,2,Skitterygusset,Inner,mud,11:03,overcast,15.5,NA,30.3,absent,absent,NA
2022_080_01,2022,6/14/2022,1,Presumpscot Moorings,Inner,mud,11:45,partly cloudy,20.3,NA,4.68,absent,absent,"had to go the left of the usual site, dock was in the way"
2022_080_04,2022,6/14/2022,4,Mussel Cove,Mid,mud,12:32,sunny,16.2,NA,32.91,absent,low,NA
2022_080_07,2022,6/14/2022,7,Mackworth Island - Beach,Mid,sand,13:15,sunny,16.5,NA,32.28,absent,low,NA
2022_080_08,2022,6/14/2022,8,Back Cove,Mid,mud,14:00,sunny,15.6,NA,31.89,present,absent,tide going out rapidly
2022_081_03,2022,6/21/2022,3,Audubon,Inner,sand,10:00,partly cloudy,15.2,NA,29.74,absent,low,"tide moving too fast, seine set was flipped"
2022_081_09,2022,6/21/2022,9,Great Diamond Island,Outer,sand/gravel,10:49,partly cloudy,14.3,NA,32.9,present,high,"the in eDNA sample was not collected, forgot due to challenging set"
2022_081_11,2022,6/21/2022,11,Cushing Island,Outer,sand,11:27,partly cloudy,13.2,NA,33.4,present,medium,a lot of macroalgae
2022_081_10,2022,6/21/2022,10,SMCC,Outer,sand/gravel,12:22,sunny,14.7,NA,32.2,present,high,NA
2022_082_06,2022,6/23/2022,6,Mackworth Island - North,Mid,sand/gravel,09:25,overcast,15.5,NA,32.6,absent,low,had to do two net sets
2022_082_05,2022,6/23/2022,5,The Brothers - North,Mid,gravel,10:16,overcast,14.78,NA,30.93,absent,low,NA
2022_082_04,2022,6/23/2022,4,Mussel Cove,Mid,mud,10:53,partly cloudy,15.9,NA,33.16,absent,low,had to hand haul the net
2022_083_03,2022,6/27/2022,3,Audubon,Inner,sand,09:49,rain,17.54,NA,29.76,absent,low,NA
2022_083_02,2022,6/27/2022,2,Skitterygusset,Inner,mud,10:17,rain,18.08,NA,28.31,absent,absent,"net snagged, probably released most of catch"
2022_083_01,2022,6/27/2022,1,Presumpscot Moorings,Inner,mud,10:49,rain,18.92,NA,26.27,absent,absent,NA
2022_083_07,2022,6/27/2022,7,Mackworth Island - Beach,Mid,sand,11:20,rain,15.98,NA,32.37,absent,low,pouring rain!
2022_083_08,2022,6/27/2022,8,Back Cove,Mid,mud,11:57,overcast,16.3,NA,28.02,absent,absent,NA
2022_084_10,2022,6/30/2022,10,SMCC,Outer,sand/gravel,10:24,sunny,16.5,NA,31.86,present,absent,NA
2022_084_11,2022,6/30/2022,11,Cushing Island,Outer,sand,11:02,sunny,15.4,NA,32.95,absent,low,NA
2022_084_12,2022,6/30/2022,12,Alewife Cove,Outer,sand/gravel,11:40,sunny,14.6,NA,33.62,absent,absent,"good set, no fish"
2022_085_09,2022,7/8/2022,9,Great Diamond Island,Outer,sand/gravel,08:23,partly cloudy,15.813,NA,33.39,present,low,NA
2022_085_05,2022,7/8/2022,5,The Brothers - North,Mid,gravel,09:02,partly cloudy,15.02,NA,33.78,present,absent,squid!
2022_085_06,2022,7/8/2022,6,Mackworth Island - North,Mid,sand/gravel,09:36,sunny,15.18,NA,33.76,absent,absent,"no fish, nothing in seine"
2022_085_03,2022,7/8/2022,3,Audubon,Inner,sand,10:18,sunny,18.23,NA,30.42,absent,low,"surface (in) sample only filtered 900mL, filter too clogged"
2022_086_04,2022,7/12/2022,4,Mussel Cove,Mid,mud,09:28,partly cloudy,15.6,NA,33.78,absent,low,NA
2022_086_07,2022,7/12/2022,7,Mackworth Island - Beach,Mid,sand,10:18,partly cloudy,15.6,NA,33.38,absent,low,NA
2022_086_03,2022,7/12/2022,3,Audubon,Inner,sand,11:00,partly cloudy,16.57,NA,31.73,absent,low,a lot of little silversides swam through seine net holes
2022_086_02,2022,7/12/2022,2,Skitterygusset,Inner,mud,11:30,partly cloudy,17.11,NA,31.05,absent,absent,"first set, bottom of ledge caught net, no fish, did a second set after the Presumpscot site - no other data was collected at second visit, just the fish in seine"
2022_086_01,2022,7/12/2022,1,Presumpscot Moorings,Inner,mud,11:38,windy,19.21,NA,23.41,absent,absent,NA
2022_087_12,2022,7/19/2022,12,Alewife Cove,Outer,sand/gravel,13:28,sunny,14.11,NA,34.08,absent,absent,eDNA sample cooler packed with ice
2022_087_11,2022,7/19/2022,11,Cushing Island,Outer,sand,14:07,sunny,15.68,NA,33.68,present,absent,"tons of macroalgae, eDNA sample cooler packed with ice"
2022_087_10,2022,7/19/2022,10,SMCC,Outer,sand/gravel,14:46,sunny,16.83,NA,33.44,present,absent,"did seine first, then sonde and plankton. eDNA sample cooler packed with ice"
2022_087_09,2022,7/19/2022,9,Great Diamond Island,Outer,sand/gravel,15:15,sunny,18.53,NA,32.8,present,low,eDNA sample cooler packed with ice
2022_088_05,2022,7/20/2022,5,The Brothers - North,Mid,gravel,13:47,overcast,19.72,NA,33.59,NA,low,eDNA sample cooler packed with ice
2022_088_06,2022,7/20/2022,6,Mackworth Island - North,Mid,sand/gravel,14:21,overcast,16.51,NA,33.77,present,low,eDNA sample cooler packed with ice
2022_088_03,2022,7/20/2022,3,Audubon,Inner,sand,14:56,rain,19.12,NA,30.54,absent,low,eDNA sample cooler packed with ice
2022_088_08,2022,7/20/2022,8,Back Cove,Mid,mud,15:47,overcast,17.2,NA,33.07,absent,absent,"no fish, eDNA sample cooler packed with ice"
2022_089_04,2022,7/25/2022,4,Mussel Cove,Mid,mud,09:46,rain,17.32,NA,33.61,present,low,many silversides escape net
2022_089_05,2022,7/25/2022,5,The Brothers - North,Mid,gravel,10:25,not recorded,16.23,NA,33.95,absent,absent,NA
2022_089_06,2022,7/25/2022,6,Mackworth Island - North,Mid,sand/gravel,10:54,not recorded,15.79,NA,33.98,NA,NA,NA
2022_089_08,2022,7/25/2022,8,Back Cove,Mid,mud,11:51,not recorded,17.92,NA,33.37,absent,absent,NA
2022_089_10,2022,7/25/2022,10,SMCC,Outer,sand/gravel,12:32,not recorded,16.18,NA,33.79,present,absent,NA
2022_090_07,2022,7/26/2022,7,Mackworth Island - Beach,Mid,sand,10:42,partly cloudy,17.7,NA,33.26,absent,low,quahog bay intern day
2022_090_03,2022,7/26/2022,3,Audubon,Inner,sand,11:21,partly cloudy,17.88,NA,32.01,absent,low,"quahog bay intern day, a lot of silversides escaping net, huge schools"
2022_091_12,2022,8/3/2022,12,Alewife Cove,Outer,sand/gravel,09:40,mostly sunny,15.93,NA,34.08,present,low,many sandlance escaped
2022_091_11,2022,8/3/2022,11,Cushing Island,Outer,sand,10:31,mostly sunny,16.45,NA,33.68,present,absent,"a lot of macroalge, a lot left in seine"
2022_091_09,2022,8/3/2022,9,Great Diamond Island,Outer,sand/gravel,11:25,partly cloudy,17.54,NA,33.68,present,medium,NA
2022_091_03,2022,8/3/2022,3,Audubon,Inner,sand,12:06,partly cloudy,21.43,NA,26,absent,medium,"caught alewife, on dry ice"
2022_092_02,2022,8/4/2022,2,Skitterygusset,Inner,mud,08:00,sunny,21.74,NA,24.29,absent,absent,"tide moving too fast, no fish, had to walk in seine net"
2022_092_01,2022,8/4/2022,1,Presumpscot Moorings,Inner,mud,08:42,sunny,20.9,NA,28.24,absent,low,"not normal site, set on the point"
2022_093_04,2022,8/8/2022,4,Mussel Cove,Mid,mud,09:50,partly cloudy,20.78,NA,33.84,NA,low,little silversides escaping from net as pulling in
2022_093_03,2022,8/8/2022,3,Audubon,Inner,sand,10:32,sunny,19.76,NA,31.77,absent,low,NA
2022_093_02,2022,8/8/2022,2,Skitterygusset,Inner,mud,11:08,partly cloudy,21.15,NA,29.69,absent,absent,NA
2022_093_01,2022,8/8/2022,1,Presumpscot Moorings,Inner,mud,11:48,partly cloudy,20.82,NA,29.99,absent,absent,done at edge of river bank
2022_094_08,2022,8/10/2022,8,Back Cove,Mid,mud,09:33,overcast,19.17,NA,32.74,absent,absent,NA
2022_094_07,2022,8/10/2022,7,Mackworth Island - Beach,Mid,sand,10:19,overcast,20.64,NA,33.55,absent,low,a little to the right of the regular site
2022_094_06,2022,8/10/2022,6,Mackworth Island - North,Mid,sand/gravel,10:54,overcast,20.67,NA,33.83,present,medium,large horseshoe crab present
2022_094_09,2022,8/10/2022,9,Great Diamond Island,Outer,sand/gravel,11:38,overcast,18.65,NA,33.62,present,low,NA
2022_095_12,2022,8/15/2022,12,Alewife Cove,Outer,sand/gravel,09:45,mostly sunny,17.07,NA,34,absent,low,many silversides escaping net
2022_095_11,2022,8/15/2022,11,Cushing Island,Outer,sand,10:46,mostly sunny,17.99,NA,33.66,present,medium,NA
2022_095_10,2022,8/15/2022,10,SMCC,Outer,sand/gravel,11:27,mostly sunny,18.3,NA,33.28,present,low,"dogs at beach, lots of seaweed"
2022_095_05,2022,8/15/2022,5,The Brothers - North,Mid,gravel,12:15,mostly sunny,18.76,NA,33.97,NA,NA,NA
2022_096_10,2022,8/19/2022,10,SMCC,Outer,sand/gravel,12:35,sunny,19.74,NA,32.88,NA,low,dogs and people at beach and in water
2022_096_09,2022,8/19/2022,9,Great Diamond Island,Outer,sand/gravel,13:15,mostly sunny,18.9,NA,33.21,present,medium,some people at beach
2022_096_01,2022,8/19/2022,1,Presumpscot Moorings,Inner,mud,14:18,mostly sunny,19.95,NA,27.74,absent,absent,"bad set, net did not get a chance to open up, mummichog outside of net"
2022_096_03,2022,8/19/2022,3,Audubon,Inner,sand,14:52,mostly sunny,19.73,NA,30.14,present,low,NA
2022_097_04,2022,8/25/2022,4,Mussel Cove,Mid,mud,12:38,mostly sunny,20.99,NA,33.86,absent,low,NA
2022_097_02,2022,8/25/2022,2,Skitterygusset,Inner,mud,13:45,mostly sunny,21.61,NA,25.27,absent,low,NA
2022_097_07,2022,8/25/2022,7,Mackworth Island - Beach,Mid,sand,14:45,mostly sunny,22.18,NA,29.32,present,high,"plankton tow not collected, tide too low; several people at beach, in water"
2022_098_12,2022,8/29/2022,12,Alewife Cove,Outer,sand/gravel,09:40,mostly sunny,17.18,NA,33.92,present,absent,several hundred sanlance were swimming out of net
2022_098_11,2022,8/29/2022,11,Cushing Island,Outer,sand,10:39,mostly sunny,17.78,NA,33.59,present,low,"seals and ducks close to boat during water collecting, heavy macroalgae"
2022_098_05,2022,8/29/2022,5,The Brothers - North,Mid,gravel,11:29,mostly sunny,19.86,NA,33.39,absent,low,NA
2022_098_06,2022,8/29/2022,6,Mackworth Island - North,Mid,sand/gravel,12:13,mostly sunny,18.43,NA,33.84,absent,low,NA
2022_098_08,2022,8/29/2022,8,Back Cove,Mid,mud,13:12,mostly sunny,19.67,NA,32.53,absent,absent,"lots of schools swimming nearby, very small fish"
2022_099_03,2022,9/9/2022,3,Audubon,Inner,sand,07:22,sunny,18.24,NA,24.22,absent,high,NA
2022_099_01,2022,9/9/2022,1,Presumpscot Moorings,Inner,mud,08:00,sunny,18.77,NA,11.74,absent,absent,"check salinity on sonde file, set was done at grass ledge"
2022_099_02,2022,9/9/2022,2,Skitterygusset,Inner,mud,08:29,sunny,17.98,NA,26.5,absent,low,seal present during water collection
2022_099_07,2022,9/9/2022,7,Mackworth Island - Beach,Mid,sand,09:01,sunny,17.44,NA,32.7,absent,low,1 alewife on dry ice
2022_100_11,2022,9/16/2022,11,Cushing Island,Outer,sand,09:24,mostly sunny,16.46,NA,33.85,present,high,NA
2022_100_10,2022,9/16/2022,10,SMCC,Outer,sand/gravel,10:00,mostly sunny,16.78,NA,32.85,absent,high,shrimp are large!
2022_100_07,2022,9/16/2022,7,Mackworth Island - Beach,Mid,sand,10:56,mostly sunny,18.43,NA,24.39,absent,low,"had to wait after plankton tow for tide to rise enough to reach the beach, net came in folded - lots of fish escaping, alewife in ziploc #1"
2022_100_03,2022,9/16/2022,3,Audubon,Inner,sand,11:52,mostly sunny,18.37,NA,22.4,absent,low,alewife in ziploc #2
2022_101_01,2022,9/30/2022,1,Presumpscot Moorings,Inner,mud,13:04,partly cloudy,15.22,NA,25.7,absent,low,did at original site location
2022_101_02,2022,9/30/2022,2,Skitterygusset,Inner,mud,13:32,partly cloudy,15.06,NA,29,absent,low,no flowmeter
2022_101_11,2022,9/30/2022,11,Cushing Island,Outer,sand,14:14,partly cloudy,14.38,NA,34.14,present,low,NA
2022_101_10,2022,9/30/2022,10,SMCC,Outer,sand/gravel,14:39,partly cloudy,14.62,NA,33.66,absent,absent,no flowmeter
2023_108_08,2023,5/31/2023,8,Back Cove,Mid,mud/gravel,09:06,sunny,13.9,NA,NA,absent,low,NA
2023_108_01,2023,5/31/2023,1,Presumpscot Moorings,Inner,mud/gravel,09:30,sunny,16.7,NA,NA,absent,absent,no fish
2023_108_02,2023,5/31/2023,2,Skitterygusset,Inner,mud,09:52,sunny,17.5,NA,NA,absent,absent,no fish
2023_108_03,2023,5/31/2023,3,Audubon,Inner,mud/sand,10:15,sunny,17.3,NA,NA,absent,low,no fish
2023_108_07,2023,5/31/2023,7,Mackworth Island - Beach,Mid,sand/shell,10:35,sunny,15.7,NA,NA,absent,low,NA
2023_108_10,2023,5/31/2023,10,SMCC,Outer,sand/gravel,11:05,sunny,13.3,NA,NA,present,low,NA
2023_109_12,2023,6/2/2023,12,Alewife Cove,Outer,sand/gravel,08:56,overcast,13.6,NA,NA,absent,absent,NA
2023_109_11,2023,6/2/2023,11,Cushing Island,Outer,mud/sand,09:21,overcast,13.7,NA,NA,absent,low,NA
2023_109_09,2023,6/2/2023,9,Great Diamond Island,Outer,sand/gravel,09:45,sunny,15,NA,NA,absent,absent,NA
2023_109_04,2023,6/2/2023,4,Mussel Cove,Mid,mud,10:08,sunny,17.7,NA,NA,absent,absent,NA
2023_109_05,2023,6/2/2023,5,The Brothers - North,Mid,sand/gravel,10:32,sunny,18.6,NA,NA,present,absent,no fish
2023_109_06,2023,6/2/2023,6,Mackworth Island - North,Mid,mud/shell,10:48,sunny,18.6,NA,NA,absent,absent,NA
2023_110_08,2023,6/14/2023,8,Back Cove,Mid,mud/gravel,09:40,overcast,15,NA,NA,absent,low,NA
2023_110_03,2023,6/14/2023,3,Audubon,Inner,mud/sand,10:25,overcast,17.1,NA,NA,absent,low,NA
2023_110_02,2023,6/14/2023,2,Skitterygusset,Inner,mud,10:53,overcast,17.8,NA,NA,absent,absent,bad set
2023_110_01,2023,6/14/2023,1,Presumpscot Moorings,Inner,mud/gravel,11:29,overcast,17.5,NA,NA,absent,absent,NA
2023_q01_22,2023,6/15/2023,22,Snow Island,north,mud,07:57,overcast,16.1,8.52,30.28,absent,absent,NA
2023_q01_26,2023,6/15/2023,26,Long Point Cove,north,sand/gravel,08:36,partly cloudy,15,8.07,29.48,absent,low,NA
2023_q01_23,2023,6/15/2023,23,Lowell Cove,north,mud/sand,09:05,overcast,14.4,8.59,29.47,absent,low,NA
2023_q01_24,2023,6/15/2023,24,Cedar Beach,north,sand,09:29,overcast,14.6,9.13,29.45,absent,low,NA
2023_q01_25,2023,6/15/2023,25,Garrison Cove,north,sand/gravel,09:50,sunny,15,8.83,29.77,absent,low,NA
2023_q01_21,2023,6/15/2023,21,Orrs Cove,north,mud,10:45,overcast,17.5,8.34,30.4,absent,absent,NA
2023_111_07,2023,6/16/2023,7,Mackworth Island - Beach,Mid,sand/shell,10:50,overcast,14.57,NA,NA,absent,low,NA
2023_111_06,2023,6/16/2023,6,Mackworth Island - North,Mid,mud/shell,11:19,overcast,15.18,NA,NA,NA,NA,NA
2023_111_04,2023,6/16/2023,4,Mussel Cove,Mid,mud,#VALUE!,overcast,16.46,NA,NA,absent,absent,NA
2023_111_05,2023,6/16/2023,5,The Brothers - North,Mid,sand/gravel,#VALUE!,overcast,16.37,NA,NA,NA,NA,NA
2023_112_12,2023,6/21/2023,12,Alewife Cove,Outer,sand/gravel,10:20,partly cloudy,15.6,NA,NA,absent,absent,NA
2023_q02_26,2023,6/21/2023,26,Long Point Cove,north,sand/gravel,12:26,sunny,16.4,10.6,26.17,present,low,NA
2023_q02_21,2023,6/21/2023,21,Orrs Cove,north,mud,13:15,sunny,18.7,9.17,29.79,absent,absent,NA
2023_q02_22,2023,6/21/2023,22,Snow Island,north,sand/gravel,13:55,sunny,16.8,8.93,28.9,absent,low,NA
2023_112_11,2023,6/21/2023,11,Cushing Island,Outer,mud/sand,#VALUE!,partly cloudy,15.6,NA,NA,present,low,NA
2023_112_09,2023,6/21/2023,9,Great Diamond Island,Outer,sand/gravel,#VALUE!,partly cloudy,17,NA,NA,present,low,NA
2023_112_10,2023,6/21/2023,10,SMCC,Outer,sand/gravel,#VALUE!,partly cloudy,NA,NA,NA,present,low,temp missing
2023_q03_24,2023,6/27/2023,24,Cedar Beach,north,sand,08:41,overcast,19,7.71,25.91,absent,absent,NA
2023_q03_25,2023,6/27/2023,25,Garrison Cove,north,sand/gravel,09:02,foggy,17.5,8.43,28.61,absent,absent,failed set
2023_q03_23,2023,6/27/2023,23,Lowell Cove,north,mud/sand,09:32,foggy,19.2,7.85,25.45,present,low,redone 30 minutes after failed set
2023_113_03,2023,6/28/2023,3,Audubon,Inner,mud/sand,09:13,rain,20.3,NA,NA,absent,low,NA
2023_113_02,2023,6/28/2023,2,Skitterygusset,Inner,mud,09:36,rain,20.7,NA,NA,absent,low,NA
2023_113_01,2023,6/28/2023,1,Presumpscot Moorings,Inner,mud/gravel,09:59,rain,20.7,NA,NA,absent,low,NA
2023_113_07,2023,6/28/2023,7,Mackworth Island - Beach,Mid,sand/shell,10:32,rain,19.46,NA,NA,absent,medium,NA
2023_113_11,2023,6/28/2023,11,Cushing Island,Outer,mud/sand,11:14,rain,16,NA,NA,present,low,NA
2023_113_10,2023,6/28/2023,10,SMCC,Outer,sand/gravel,11:38,rain,15.52,NA,NA,present,medium,sandlance escaping through net
2023_q04_25,2023,7/5/2023,25,Garrison Cove,north,sand/gravel,10:40,sunny,18.1,8.77,27.31,present,low,NA
2023_q04_23,2023,7/5/2023,23,Lowell Cove,north,sand,11:35,sunny,23,8.37,23.44,absent,absent,failed set
2023_q04_26,2023,7/5/2023,26,Long Point Cove,north,sand/gravel,12:20,sunny,20.9,8.9,26.34,absent,low,NA
2023_q04_21,2023,7/5/2023,21,Orrs Cove,north,mud,13:05,sunny,24.7,8.63,25.68,absent,low,teeny tiny school of fish passed through mesh
2023_q04_22,2023,7/5/2023,22,Snow Island,north,mud/sand,13:55,sunny,25.1,9.65,26.74,present,absent,NA
2023_114_09,2023,7/11/2023,9,Great Diamond Island,Outer,sand/gravel,09:19,overcast,16.3,NA,NA,absent,low,NA
2023_114_11,2023,7/11/2023,11,Cushing Island,Outer,mud/sand,10:47,overcast,16.4,NA,NA,present,medium,sandlance escaping through net
2023_114_10,2023,7/11/2023,10,SMCC,Outer,sand/gravel,11:51,overcast,16.2,NA,NA,present,high,"dogs in water, pipefish escaping through net"
2023_q05_23,2023,7/12/2023,23,Lowell Cove,north,sand/gravel,07:42,sunny,19.4,8.14,27.45,absent,medium,NA
2023_q05_24,2023,7/12/2023,24,Cedar Beach,north,sand/gravel,08:09,sunny,20,8.42,27.48,absent,low,NA
2023_q05_25,2023,7/12/2023,25,Garrison Cove,north,sand/gravel,08:38,sunny,18.2,8.49,28.55,present,low,gravid female green crab caught in seine
2023_q05_26,2023,7/12/2023,26,Long Point Cove,north,gravel,09:42,sunny,21,9.11,27.54,absent,low,unidentified sculpin taken back to lab
2023_q06_21,2023,7/13/2023,21,Orrs Cove,north,mud,07:49,sunny,23.4,6.6,27.51,absent,absent,reset net
2023_q06_22,2023,7/13/2023,22,Snow Island,north,gravel,08:49,sunny,22.4,7.92,27.89,absent,absent,unidentified fish taken back to lab
2023_115_12,2023,7/14/2023,12,Alewife Cove,Outer,sand/gravel,09:49,overcast,16.22,NA,NA,absent,NA,sandlance escaping through net
2023_115_04,2023,7/14/2023,4,Mussel Cove,Mid,mud,10:43,overcast,18.74,NA,NA,absent,low,silversides escaping net
2023_115_05,2023,7/14/2023,5,The Brothers - North,Mid,sand/gravel,11:23,overcast,17.69,NA,NA,absent,low,bad set
2023_115_06,2023,7/14/2023,6,Mackworth Island - North,Mid,mud/shell,12:00,overcast,18.03,NA,NA,present,medium,NA
2023_116_07,2023,7/19/2023,7,Mackworth Island - Beach,Mid,sand/shell,10:40,overcast,13.21,NA,NA,absent,high,thousands of alewife escaping net
2023_116_03,2023,7/19/2023,3,Audubon,Inner,mud/sand,11:27,overcast,19.9,NA,NA,absent,low,please measure alewife - cajun spice bag
2023_116_02,2023,7/19/2023,2,Skitterygusset,Inner,mud,12:01,overcast,20.8,NA,NA,absent,absent,please measure alewife - purple small ziploc
2023_116_01,2023,7/19/2023,1,Presumpscot Moorings,Inner,mud/gravel,12:39,overcast,24.9,NA,NA,absent,absent,please measure alewife - ziploc w black tape
2023_116_08,2023,7/19/2023,8,Back Cove,Mid,mud/gravel,13:39,overcast,17.4,NA,NA,absent,low,NA
2023_q07_21,2023,7/20/2023,21,Orrs Cove,north,mud,10:08,sunny,24.3,6.73,26.91,present,absent,Many sand shrimp; seine set across the cove from the normal site
2023_q07_22,2023,7/20/2023,22,Snow Island,north,mud/gravel,11:03,sunny,24.6,8.52,27.23,present,low,small silverside went through the net
2023_q07_26,2023,7/20/2023,26,Long Point Cove,north,sand/gravel,11:38,sunny,24.1,7.5,27.29,present,absent,NA
2023_q07_23,2023,7/20/2023,23,Lowell Cove,north,sand,12:17,sunny,22.6,9.13,27.61,present,absent,NA
2023_q07_25,2023,7/20/2023,25,Garrison Cove,north,sand,12:45,sunny,22.3,8.59,28.08,absent,absent,NA
2023_117_11,2023,7/24/2023,11,Cushing Island,Outer,mud/sand,09:25,overcast,17.67,NA,NA,NA,low,NA
2023_117_10,2023,7/24/2023,10,SMCC,Outer,sand/gravel,09:57,overcast,19.59,NA,NA,absent,medium,dogs in water
2023_117_05,2023,7/24/2023,5,The Brothers - North,Mid,sand/gravel,11:20,partly cloudy,23.05,NA,NA,present,low,NA
